order_item_id,order_id,product_id,quantity,unit_price,discount_pct,discount_amount,net_line_sales
OI0088404,O0047299,P0192,1,1321.47,5.88,77.7,1243.77
OI0088405,O0047300,P1283,1,1241.35,19.76,245.29,996.06
OI0088406,O0047301,P1355,1,1152.46,17.89,206.18,946.28
OI0088407,O0047301,P0695,1,765.16,14.73,112.71,652.45
OI0088408,O0047302,P1431,3,523.76,7.48,117.53,1453.75
OI0088409,O0047302,P1230,1,319.31,6.1,19.48,299.83
OI0088410,O0047302,P0222,1,820.98,15.15,124.38,696.6
OI0088411,O0047302,P1240,2,490.75,14.08,138.2,843.3
OI0088412,O0047302,P0456,1,297.95,4.6,13.71,284.24
OI0088413,O0047303,P1293,1,1004.41,28.08,282.04,722.37
OI0088414,O0047304,P0296,1,569.04,18.41,104.76,464.28
OI0088415,O0047304,P1317,1,1492.79,13.51,201.68,1291.11
OI0088416,O0047304,P0433,1,682.03,14.23,97.05,584.98
OI0088417,O0047305,P0833,1,590.97,13.21,78.07,512.9
OI0088418,O0047305,P0577,2,299.63,14.51,86.95,512.31
OI0088419,O0047305,P0113,3,1263.09,23.03,872.67,2916.6
OI0088420,O0047306,P1232,2,212.54,13.01,55.3,369.78
OI0088421,O0047306,P1096,1,929.98,23.16,215.38,714.6
OI0088422,O0047307,P0634,2,193.9,6.82,26.45,361.35
OI0088423,O0047308,P1012,1,152.69,11.53,17.61,135.08
OI0088424,O0047308,P0636,1,1347.23,8.85,119.23,1228.0
OI0088425,O0047309,P0574,2,1424.25,9.22,262.63,2585.87
OI0088426,O0047309,P0703,1,580.49,8.93,51.84,528.65
OI0088427,O0047309,P0450,2,1075.15,5.01,107.73,2042.57
OI0088428,O0047310,P0959,2,560.46,8.38,93.93,1026.99
OI0088429,O0047310,P1233,1,847.1,15.11,128.0,719.1
OI0088430,O0047310,P0643,2,112.01,8.72,19.53,204.49
OI0088431,O0047311,P0243,1,845.74,15.39,130.16,715.58
OI0088432,O0047311,P0700,1,948.5,6.63,62.89,885.61
OI0088433,O0047312,P0025,2,422.49,9.64,81.46,763.52
OI0088434,O0047313,P0479,1,1018.53,17.83,181.6,836.93
OI0088435,O0047313,P0192,1,1321.47,8.58,113.38,1208.09
OI0088436,O0047314,P1290,2,187.19,11.46,42.9,331.48
OI0088437,O0047315,P0800,2,1104.39,6.17,136.28,2072.5
OI0088438,O0047315,P0827,1,308.11,1.35,4.16,303.95
OI0088439,O0047316,P1466,1,386.11,0,0.0,386.11
OI0088440,O0047317,P0683,1,585.9,15.38,90.11,495.79
OI0088441,O0047317,P1343,1,728.4,5.86,42.68,685.72
OI0088442,O0047318,P0530,1,567.13,11.46,64.99,502.14
OI0088443,O0047319,P1419,1,1130.36,16.1,181.99,948.37
OI0088444,O0047319,P0268,1,162.22,0,0.0,162.22
OI0088445,O0047320,P0786,1,532.04,2.4,12.77,519.27
OI0088446,O0047321,P1200,1,97.42,7.35,7.16,90.26
OI0088447,O0047322,P1418,1,1214.82,0,0.0,1214.82
OI0088448,O0047323,P0727,1,135.23,0,0.0,135.23
OI0088449,O0047324,P0970,2,307.63,10.24,63.0,552.26
OI0088450,O0047324,P0729,1,1313.01,18.41,241.73,1071.28
OI0088451,O0047325,P1422,2,184.05,10.18,37.47,330.63
OI0088452,O0047325,P1113,1,1119.98,12.92,144.7,975.28
OI0088453,O0047326,P0861,1,552.71,12.94,71.52,481.19
OI0088454,O0047326,P0374,1,327.9,10.94,35.87,292.03
OI0088455,O0047326,P1288,1,1144.15,4.73,54.12,1090.03
OI0088456,O0047326,P1400,2,650.15,0,0.0,1300.3
OI0088457,O0047327,P0547,1,914.34,14.74,134.77,779.57
OI0088458,O0047327,P1166,1,108.01,0.79,0.85,107.16
OI0088459,O0047328,P0068,1,554.81,4.66,25.85,528.96
OI0088460,O0047328,P0453,1,567.85,15.91,90.34,477.51
OI0088461,O0047328,P1225,1,118.17,8.17,9.65,108.52
OI0088462,O0047329,P0749,2,1123.46,10.43,234.35,2012.57
OI0088463,O0047329,P1005,2,815.61,6.83,111.41,1519.81
OI0088464,O0047329,P1073,1,1043.02,6.35,66.23,976.79
OI0088465,O0047330,P0166,2,649.25,4.08,52.98,1245.52
OI0088466,O0047331,P1288,1,1144.15,0.37,4.23,1139.92
OI0088467,O0047331,P0903,1,895.61,23.43,209.84,685.77
OI0088468,O0047332,P0138,1,527.28,0,0.0,527.28
OI0088469,O0047332,P0991,1,688.61,11.09,76.37,612.24
OI0088470,O0047333,P0917,1,476.89,4.67,22.27,454.62
OI0088471,O0047334,P0235,2,1382.79,17.49,483.7,2281.88
OI0088472,O0047334,P0688,1,785.91,19.46,152.94,632.97
OI0088473,O0047334,P0526,1,948.09,22.49,213.23,734.86
OI0088474,O0047335,P0369,1,715.07,4.68,33.47,681.6
OI0088475,O0047335,P1378,1,971.13,23.77,230.84,740.29
OI0088476,O0047335,P0370,1,1448.19,7.0,101.37,1346.82
OI0088477,O0047336,P1422,1,184.05,2.29,4.21,179.84
OI0088478,O0047337,P0611,2,593.87,13.32,158.21,1029.53
OI0088479,O0047337,P0254,1,91.71,15.12,13.87,77.84
OI0088480,O0047337,P0332,2,1411.85,9.92,280.11,2543.59
OI0088481,O0047337,P1381,1,179.15,12.59,22.55,156.6
OI0088482,O0047338,P0220,1,854.67,4.85,41.45,813.22
OI0088483,O0047339,P1425,1,259.49,20.85,54.1,205.39
OI0088484,O0047340,P1162,1,219.11,11.02,24.15,194.96
OI0088485,O0047340,P0431,2,1461.82,7.53,220.15,2703.49
OI0088486,O0047341,P0103,1,482.24,14.63,70.55,411.69
OI0088487,O0047342,P1487,1,872.99,29.09,253.95,619.04
OI0088488,O0047342,P0759,1,1228.57,11.21,137.72,1090.85
OI0088489,O0047343,P1320,2,749.09,15.14,226.82,1271.36
OI0088490,O0047343,P0597,1,531.31,21.8,115.83,415.48
OI0088491,O0047344,P1353,1,1264.84,15.25,192.89,1071.95
OI0088492,O0047344,P1180,1,266.63,0,0.0,266.63
OI0088493,O0047345,P1022,1,1182.6,8.58,101.47,1081.13
OI0088494,O0047346,P0053,1,654.39,17.31,113.27,541.12
OI0088495,O0047347,P0200,1,1470.31,19.59,288.03,1182.28
OI0088496,O0047348,P1076,2,296.27,5.5,32.59,559.95
OI0088497,O0047349,P0232,1,534.95,7.34,39.27,495.68
OI0088498,O0047349,P0366,1,356.61,17.84,63.62,292.99
OI0088499,O0047349,P0203,1,436.62,14.3,62.44,374.18
OI0088500,O0047350,P0023,3,1252.52,11.12,417.84,3339.72
OI0088501,O0047350,P0762,2,814.76,15.46,251.92,1377.6
OI0088502,O0047351,P0186,1,1278.54,3.26,41.68,1236.86
OI0088503,O0047352,P0021,2,920.27,10.59,194.91,1645.63
OI0088504,O0047353,P0487,1,76.75,0,0.0,76.75
OI0088505,O0047354,P1179,1,781.72,16.72,130.7,651.02
OI0088506,O0047355,P0467,1,198.64,14.14,28.09,170.55
OI0088507,O0047356,P1204,1,1220.68,5.53,67.5,1153.18
OI0088508,O0047356,P1316,1,1059.59,4.98,52.77,1006.82
OI0088509,O0047357,P0607,1,396.9,17.47,69.34,327.56
OI0088510,O0047357,P1252,2,926.17,6.89,127.63,1724.71
OI0088511,O0047358,P1233,1,847.1,10.88,92.16,754.94
OI0088512,O0047358,P0048,1,1422.08,3.93,55.89,1366.19
OI0088513,O0047359,P1036,1,265.23,5.34,14.16,251.07
OI0088514,O0047359,P1102,1,1234.65,22.41,276.69,957.96
OI0088515,O0047360,P0866,2,1284.78,11.52,296.01,2273.55
OI0088516,O0047361,P1431,1,523.76,17.86,93.54,430.22
OI0088517,O0047361,P1036,2,265.23,15.48,82.12,448.34
OI0088518,O0047361,P1417,1,155.05,0.89,1.38,153.67
OI0088519,O0047362,P0443,1,1011.09,16.42,166.02,845.07
OI0088520,O0047363,P1356,1,1125.66,22.82,256.88,868.78
OI0088521,O0047364,P0964,1,365.99,18.17,66.5,299.49
OI0088522,O0047365,P0346,1,867.05,12.13,105.17,761.88
OI0088523,O0047366,P0736,1,767.0,25.25,193.67,573.33
OI0088524,O0047366,P1405,2,1009.35,5.6,113.05,1905.65
OI0088525,O0047366,P0789,1,1239.49,15.66,194.1,1045.39
OI0088526,O0047367,P0063,1,324.88,17.78,57.76,267.12
OI0088527,O0047368,P1035,2,543.47,4.57,49.67,1037.27
OI0088528,O0047369,P0971,1,1010.04,12.75,128.78,881.26
OI0088529,O0047369,P0872,1,948.93,17.38,164.92,784.01
OI0088530,O0047369,P0613,1,394.39,11.06,43.62,350.77
OI0088531,O0047370,P0141,1,1212.25,14.23,172.5,1039.75
OI0088532,O0047371,P1046,1,534.45,9.54,50.99,483.46
OI0088533,O0047371,P0117,1,755.17,18.96,143.18,611.99
OI0088534,O0047372,P0637,3,209.88,18.52,116.61,513.03
OI0088535,O0047372,P0608,1,40.25,14.4,5.8,34.45
OI0088536,O0047372,P0437,1,622.8,14.75,91.86,530.94
OI0088537,O0047373,P1129,1,1048.76,11.62,121.87,926.89
OI0088538,O0047373,P0050,1,506.16,0,0.0,506.16
OI0088539,O0047373,P0380,1,127.03,12.09,15.36,111.67
OI0088540,O0047374,P0154,1,196.48,9.98,19.61,176.87
OI0088541,O0047375,P0895,1,712.85,0,0.0,712.85
OI0088542,O0047376,P0180,1,1001.4,5.44,54.48,946.92
OI0088543,O0047376,P1487,1,872.99,11.15,97.34,775.65
OI0088544,O0047376,P1470,1,550.34,4.15,22.84,527.5
OI0088545,O0047377,P1494,3,970.64,5.77,168.02,2743.9
OI0088546,O0047377,P1401,4,950.08,2.48,94.25,3706.07
OI0088547,O0047378,P0129,1,1313.16,14.95,196.32,1116.84
OI0088548,O0047379,P0735,1,1220.36,12.81,156.33,1064.03
OI0088549,O0047379,P0675,1,190.52,17.67,33.66,156.86
OI0088550,O0047380,P0091,2,827.35,21.5,355.76,1298.94
OI0088551,O0047381,P0455,2,1174.37,19.1,448.61,1900.13
OI0088552,O0047381,P0442,1,934.8,26.96,252.02,682.78
OI0088553,O0047382,P0329,3,1000.58,11.76,353.0,2648.74
OI0088554,O0047382,P0431,1,1461.82,10.21,149.25,1312.57
OI0088555,O0047383,P0386,2,392.74,17.59,138.17,647.31
OI0088556,O0047384,P1164,1,454.65,14.6,66.38,388.27
OI0088557,O0047384,P0928,1,727.47,13.37,97.26,630.21
OI0088558,O0047385,P0671,1,197.84,15.62,30.9,166.94
OI0088559,O0047385,P1378,1,971.13,8.47,82.25,888.88
OI0088560,O0047385,P0420,2,542.92,3.56,38.66,1047.18
OI0088561,O0047386,P0551,3,162.76,4.65,22.71,465.57
OI0088562,O0047386,P0958,1,165.57,12.23,20.25,145.32
OI0088563,O0047387,P0577,1,299.63,23.01,68.94,230.69
OI0088564,O0047387,P0948,1,101.85,15.76,16.05,85.8
OI0088565,O0047388,P1458,1,1024.33,0,0.0,1024.33
OI0088566,O0047388,P0282,1,294.97,16.02,47.25,247.72
OI0088567,O0047388,P0153,1,1222.65,2.71,33.13,1189.52
OI0088568,O0047389,P0945,1,451.76,17.14,77.43,374.33
OI0088569,O0047389,P1440,1,940.21,5.37,50.49,889.72
OI0088570,O0047389,P1124,1,1223.19,1.03,12.6,1210.59
OI0088571,O0047389,P1028,1,1460.34,14.48,211.46,1248.88
OI0088572,O0047390,P0942,3,927.61,7.56,210.38,2572.45
OI0088573,O0047391,P0423,2,1197.63,19.64,470.43,1924.83
OI0088574,O0047392,P0860,1,55.55,5.87,3.26,52.29
OI0088575,O0047392,P1269,1,725.6,8.55,62.04,663.56
OI0088576,O0047393,P0133,1,1262.73,11.01,139.03,1123.7
OI0088577,O0047393,P0410,1,1163.95,25.01,291.1,872.85
OI0088578,O0047394,P0629,1,74.67,12.56,9.38,65.29
OI0088579,O0047394,P0681,1,1234.35,18.78,231.81,1002.54
OI0088580,O0047394,P0584,1,424.07,12.01,50.93,373.14
OI0088581,O0047395,P0541,1,723.06,1.52,10.99,712.07
OI0088582,O0047395,P0454,2,1251.9,13.76,344.52,2159.28
OI0088583,O0047395,P1131,1,1373.2,3.58,49.16,1324.04
OI0088584,O0047396,P0965,1,427.31,10.84,46.32,380.99
OI0088585,O0047396,P1471,2,1033.42,11.4,235.62,1831.22
OI0088586,O0047396,P0868,4,572.09,14.07,321.97,1966.39
OI0088587,O0047396,P0791,1,809.28,5.59,45.24,764.04
OI0088588,O0047397,P1120,2,751.41,11.15,167.56,1335.26
OI0088589,O0047397,P0235,1,1382.79,20.63,285.27,1097.52
OI0088590,O0047398,P1246,1,1166.04,9.72,113.34,1052.7
OI0088591,O0047398,P1286,1,547.89,4.72,25.86,522.03
OI0088592,O0047398,P1263,2,1167.29,23.76,554.7,1779.88
OI0088593,O0047399,P0266,2,1417.04,17.97,509.28,2324.8
OI0088594,O0047399,P0420,1,542.92,14.94,81.11,461.81
OI0088595,O0047399,P1385,1,509.4,8.03,40.9,468.5
OI0088596,O0047399,P1442,1,1482.13,5.19,76.92,1405.21
OI0088597,O0047399,P0991,1,688.61,9.24,63.63,624.98
OI0088598,O0047400,P1067,3,807.69,2.93,71.0,2352.07
OI0088599,O0047401,P0388,1,480.25,12.01,57.68,422.57
OI0088600,O0047401,P0395,1,1083.36,13.3,144.09,939.27
OI0088601,O0047402,P0569,1,1078.73,13.18,142.18,936.55
OI0088602,O0047402,P0304,2,878.32,1.54,27.05,1729.59
OI0088603,O0047403,P0439,2,381.36,4.95,37.75,724.97
OI0088604,O0047403,P0165,1,448.73,18.5,83.02,365.71
OI0088605,O0047403,P0192,2,1321.47,0,0.0,2642.94
OI0088606,O0047403,P1016,1,824.48,3.79,31.25,793.23
OI0088607,O0047403,P0269,2,328.29,6.78,44.52,612.06
OI0088608,O0047404,P0633,1,100.18,4.1,4.11,96.07
OI0088609,O0047404,P1315,2,235.03,5.41,25.43,444.63
OI0088610,O0047405,P1331,3,972.48,20.26,591.07,2326.37
OI0088611,O0047405,P0848,1,1174.63,12.34,144.95,1029.68
OI0088612,O0047405,P0318,2,523.68,6.1,63.89,983.47
OI0088613,O0047405,P1041,2,50.93,17.2,17.52,84.34
OI0088614,O0047405,P0078,1,64.51,17.21,11.1,53.41
OI0088615,O0047406,P0784,1,1057.65,8.65,91.49,966.16
OI0088616,O0047406,P0852,1,671.3,4.31,28.93,642.37
OI0088617,O0047406,P0948,1,101.85,4.01,4.08,97.77
OI0088618,O0047407,P0017,1,196.46,0.05,0.1,196.36
OI0088619,O0047407,P0304,1,878.32,8.22,72.2,806.12
OI0088620,O0047408,P0481,1,251.16,13.58,34.11,217.05
OI0088621,O0047409,P0773,1,55.92,2.73,1.53,54.39
OI0088622,O0047409,P0505,1,1466.07,17.09,250.55,1215.52
OI0088623,O0047410,P1379,1,1497.83,17.28,258.83,1239.0
OI0088624,O0047411,P0045,1,1484.33,0,0.0,1484.33
OI0088625,O0047412,P1046,1,534.45,8.62,46.07,488.38
OI0088626,O0047413,P0634,3,193.9,8.4,48.86,532.84
OI0088627,O0047413,P1151,1,534.24,0.96,5.13,529.11
OI0088628,O0047413,P0808,3,223.52,21.07,141.29,529.27
OI0088629,O0047414,P0225,1,96.47,12.16,11.73,84.74
OI0088630,O0047414,P0809,1,656.94,16.85,110.69,546.25
OI0088631,O0047414,P0303,1,1115.7,6.26,69.84,1045.86
OI0088632,O0047415,P1100,1,396.31,13.11,51.96,344.35
OI0088633,O0047415,P0631,1,731.1,14.08,102.94,628.16
OI0088634,O0047416,P0976,1,613.06,3.19,19.56,593.5
OI0088635,O0047416,P1211,1,24.55,9.21,2.26,22.29
OI0088636,O0047416,P0465,1,1217.74,13.6,165.61,1052.13
OI0088637,O0047416,P1144,1,574.23,2.38,13.67,560.56
OI0088638,O0047417,P0406,3,77.37,12.88,29.9,202.21
OI0088639,O0047417,P0561,3,676.6,23.21,471.12,1558.68
OI0088640,O0047418,P0361,3,1154.14,8.68,300.54,3161.88
OI0088641,O0047418,P0716,1,771.24,15.52,119.7,651.54
OI0088642,O0047418,P0815,1,614.31,24.68,151.61,462.7
OI0088643,O0047419,P0143,2,113.33,12.42,28.15,198.51
OI0088644,O0047420,P0159,1,960.25,7.56,72.59,887.66
OI0088645,O0047421,P0625,1,434.03,8.21,35.63,398.4
OI0088646,O0047422,P0618,1,533.15,16.22,86.48,446.67
OI0088647,O0047423,P0290,1,676.57,9.33,63.12,613.45
OI0088648,O0047424,P1085,1,1393.86,25.29,352.51,1041.35
OI0088649,O0047425,P0246,2,459.82,8.84,81.3,838.34
OI0088650,O0047425,P0773,3,55.92,6.84,11.47,156.29
OI0088651,O0047425,P0497,1,1436.43,12.57,180.56,1255.87
OI0088652,O0047426,P0442,1,934.8,15.52,145.08,789.72
OI0088653,O0047427,P0373,1,321.74,13.92,44.79,276.95
OI0088654,O0047427,P0721,3,1160.7,11.57,402.88,3079.22
OI0088655,O0047427,P0595,1,973.73,1.4,13.63,960.1
OI0088656,O0047428,P1026,1,510.12,0.42,2.14,507.98
OI0088657,O0047429,P0447,2,988.41,17.94,354.64,1622.18
OI0088658,O0047430,P0033,1,1155.89,20.71,239.38,916.51
OI0088659,O0047431,P1497,2,794.53,15.1,239.95,1349.11
OI0088660,O0047432,P1265,1,1406.0,14.37,202.04,1203.96
OI0088661,O0047433,P1139,2,262.83,10.95,57.56,468.1
OI0088662,O0047433,P0064,1,1434.02,0,0.0,1434.02
OI0088663,O0047434,P0022,1,844.17,11.15,94.12,750.05
OI0088664,O0047435,P0163,2,419.7,0,0.0,839.4
OI0088665,O0047435,P1499,1,542.41,11.98,64.98,477.43
OI0088666,O0047436,P1313,1,411.62,13.31,54.79,356.83
OI0088667,O0047437,P1383,1,985.82,22.79,224.67,761.15
OI0088668,O0047438,P1025,1,40.66,5.96,2.42,38.24
OI0088669,O0047439,P0928,2,727.47,20.07,292.01,1162.93
OI0088670,O0047440,P1350,2,1497.92,18.28,547.64,2448.2
OI0088671,O0047440,P0949,1,276.25,10.96,30.28,245.97
OI0088672,O0047441,P0043,3,912.95,10.95,299.9,2438.95
OI0088673,O0047442,P1494,3,970.64,14.22,414.08,2497.84
OI0088674,O0047442,P1153,1,972.73,0,0.0,972.73
OI0088675,O0047443,P0691,1,1143.57,0,0.0,1143.57
OI0088676,O0047443,P1047,1,1079.97,15.76,170.2,909.77
OI0088677,O0047444,P0898,2,119.23,8.59,20.48,217.98
OI0088678,O0047445,P0125,1,969.85,2.16,20.95,948.9
OI0088679,O0047445,P0866,1,1284.78,0.89,11.43,1273.35
OI0088680,O0047446,P0346,1,867.05,3.55,30.78,836.27
OI0088681,O0047446,P1457,1,122.64,0,0.0,122.64
OI0088682,O0047447,P1190,1,269.37,7.22,19.45,249.92
OI0088683,O0047448,P1219,3,233.01,24.1,168.47,530.56
OI0088684,O0047448,P1180,1,266.63,8.13,21.68,244.95
OI0088685,O0047449,P0401,1,1402.1,10.97,153.81,1248.29
OI0088686,O0047450,P0145,2,441.15,13.14,115.93,766.37
OI0088687,O0047450,P1500,1,135.52,12.87,17.44,118.08
OI0088688,O0047451,P0509,1,1418.33,18.64,264.38,1153.95
OI0088689,O0047452,P0843,1,1174.56,1.09,12.8,1161.76
OI0088690,O0047452,P1334,2,994.37,16.44,326.95,1661.79
OI0088691,O0047452,P0634,1,193.9,10.04,19.47,174.43
OI0088692,O0047453,P1379,1,1497.83,4.42,66.2,1431.63
OI0088693,O0047454,P0918,2,487.47,9.7,94.57,880.37
OI0088694,O0047454,P0625,1,434.03,7.68,33.33,400.7
OI0088695,O0047454,P0842,2,338.1,12.48,84.39,591.81
OI0088696,O0047455,P0393,1,725.41,14.18,102.86,622.55
OI0088697,O0047455,P1495,1,154.94,2.18,3.38,151.56
OI0088698,O0047455,P1063,1,914.31,15.63,142.91,771.4
OI0088699,O0047455,P0233,1,618.65,19.39,119.96,498.69
OI0088700,O0047455,P0384,1,1112.5,8.33,92.67,1019.83
OI0088701,O0047456,P0810,1,825.54,8.71,71.9,753.64
OI0088702,O0047456,P0207,1,1457.44,19.24,280.41,1177.03
OI0088703,O0047456,P0321,1,1280.51,21.91,280.56,999.95
OI0088704,O0047457,P0443,2,1011.09,16.03,324.16,1698.02
OI0088705,O0047458,P1433,1,1444.21,4.1,59.21,1385.0
OI0088706,O0047458,P0746,1,1448.35,18.42,266.79,1181.56
OI0088707,O0047459,P0969,1,1016.67,5.53,56.22,960.45
OI0088708,O0047459,P0916,1,1256.2,22.08,277.37,978.83
OI0088709,O0047460,P0554,1,754.41,11.25,84.87,669.54
OI0088710,O0047460,P0089,1,972.05,0.51,4.96,967.09
OI0088711,O0047461,P0542,1,715.32,4.19,29.97,685.35
OI0088712,O0047461,P1075,3,936.47,18.0,505.69,2303.72
OI0088713,O0047461,P0733,3,176.76,4.77,25.29,504.99
OI0088714,O0047461,P0551,1,162.76,14.11,22.97,139.79
OI0088715,O0047462,P0194,1,418.67,16.09,67.36,351.31
OI0088716,O0047463,P0335,1,744.3,7.61,56.64,687.66
OI0088717,O0047463,P0720,1,517.0,0,0.0,517.0
OI0088718,O0047463,P0427,1,1115.15,16.64,185.56,929.59
OI0088719,O0047463,P0487,1,76.75,8.65,6.64,70.11
OI0088720,O0047464,P1116,2,753.59,14.16,213.42,1293.76
OI0088721,O0047464,P1119,1,717.5,4.47,32.07,685.43
OI0088722,O0047464,P0819,1,462.09,13.18,60.9,401.19
OI0088723,O0047465,P0445,1,160.15,22.05,35.31,124.84
OI0088724,O0047466,P1068,2,684.04,17.44,238.59,1129.49
OI0088725,O0047467,P0783,3,1282.95,0,0.0,3848.85
OI0088726,O0047468,P1130,1,573.19,8.51,48.78,524.41
OI0088727,O0047469,P0875,1,866.11,7.13,61.75,804.36
OI0088728,O0047470,P1267,1,1130.79,19.88,224.8,905.99
OI0088729,O0047470,P1426,1,185.05,2.89,5.35,179.7
OI0088730,O0047470,P0456,2,297.95,10.53,62.75,533.15
OI0088731,O0047471,P0470,1,1140.55,9.42,107.44,1033.11
OI0088732,O0047471,P1496,1,1176.79,12.63,148.63,1028.16
OI0088733,O0047471,P1131,1,1373.2,21.24,291.67,1081.53
OI0088734,O0047472,P1236,1,145.53,26.33,38.32,107.21
OI0088735,O0047473,P0567,1,214.09,5.25,11.24,202.85
OI0088736,O0047473,P1062,1,41.38,9.38,3.88,37.5
OI0088737,O0047474,P0079,3,1439.37,12.33,532.42,3785.69
OI0088738,O0047474,P1372,1,1387.98,7.42,102.99,1284.99
OI0088739,O0047475,P1423,3,286.41,8.45,72.6,786.63
OI0088740,O0047475,P0210,2,1090.94,14.5,316.37,1865.51
OI0088741,O0047476,P0163,1,419.7,12.74,53.47,366.23
OI0088742,O0047476,P1491,4,936.51,4.8,179.81,3566.23
OI0088743,O0047476,P1234,1,175.34,6.98,12.24,163.1
OI0088744,O0047477,P0491,1,881.72,23.3,205.44,676.28
OI0088745,O0047478,P1291,3,1058.58,14.56,462.39,2713.35
OI0088746,O0047478,P1035,1,543.47,18.95,102.99,440.48
OI0088747,O0047478,P0968,1,1205.12,7.87,94.84,1110.28
OI0088748,O0047479,P1113,1,1119.98,16.38,183.45,936.53
OI0088749,O0047479,P0875,1,866.11,16.82,145.68,720.43
OI0088750,O0047479,P1197,4,861.4,19.84,683.61,2761.99
OI0088751,O0047479,P1181,1,1048.84,4.19,43.95,1004.89
OI0088752,O0047480,P0514,2,117.68,24.37,57.36,178.0
OI0088753,O0047481,P0367,1,1318.02,14.88,196.12,1121.9
OI0088754,O0047481,P0289,1,326.44,16.82,54.91,271.53
OI0088755,O0047481,P0563,1,184.92,15.36,28.4,156.52
OI0088756,O0047481,P1481,4,921.18,15.46,569.66,3115.06
OI0088757,O0047482,P1232,2,212.54,13.25,56.32,368.76
OI0088758,O0047482,P0668,1,63.32,11.44,7.24,56.08
OI0088759,O0047483,P1251,2,427.05,6.34,54.15,799.95
OI0088760,O0047483,P1440,1,940.21,22.49,211.45,728.76
OI0088761,O0047483,P0984,1,1264.28,13.88,175.48,1088.8
OI0088762,O0047483,P0875,1,866.11,7.2,62.36,803.75
OI0088763,O0047484,P1158,1,1287.89,4.55,58.6,1229.29
OI0088764,O0047485,P0017,1,196.46,11.41,22.42,174.04
OI0088765,O0047485,P0435,3,937.42,11.83,332.69,2479.57
OI0088766,O0047486,P1139,1,262.83,18.37,48.28,214.55
OI0088767,O0047486,P0755,1,438.26,14.43,63.24,375.02
OI0088768,O0047487,P0390,3,877.49,20.26,533.34,2099.13
OI0088769,O0047487,P1219,2,233.01,15.66,72.98,393.04
OI0088770,O0047488,P0136,1,724.98,12.93,93.74,631.24
OI0088771,O0047488,P1188,1,761.05,0,0.0,761.05
OI0088772,O0047489,P0345,2,458.59,13.29,121.89,795.29
OI0088773,O0047489,P0182,1,200.88,10.48,21.05,179.83
OI0088774,O0047490,P1334,1,994.37,12.37,123.0,871.37
OI0088775,O0047491,P0238,1,972.08,5.13,49.87,922.21
OI0088776,O0047491,P0403,1,22.16,19.67,4.36,17.8
OI0088777,O0047492,P0683,1,585.9,13.09,76.69,509.21
OI0088778,O0047493,P0748,1,441.47,3.17,13.99,427.48
OI0088779,O0047494,P0121,1,1356.22,10.24,138.88,1217.34
OI0088780,O0047495,P1033,1,859.57,2.83,24.33,835.24
OI0088781,O0047495,P1429,1,483.02,19.91,96.17,386.85
OI0088782,O0047495,P1458,2,1024.33,0.53,10.86,2037.8
OI0088783,O0047496,P1133,1,1028.01,12.32,126.65,901.36
OI0088784,O0047496,P1314,1,379.52,17.05,64.71,314.81
OI0088785,O0047496,P0491,3,881.72,16.41,434.07,2211.09
OI0088786,O0047497,P0168,2,667.49,27.01,360.58,974.4
OI0088787,O0047497,P0744,2,319.77,11.18,71.5,568.04
OI0088788,O0047498,P0186,1,1278.54,23.04,294.58,983.96
OI0088789,O0047498,P0452,2,993.96,8.15,162.02,1825.9
OI0088790,O0047499,P1420,1,1156.95,7.16,82.84,1074.11
OI0088791,O0047499,P1143,2,1195.28,13.62,325.59,2064.97
OI0088792,O0047499,P1187,4,1008.13,21.17,853.68,3178.84
OI0088793,O0047500,P0107,1,1370.62,24.48,335.53,1035.09
OI0088794,O0047500,P0519,1,61.46,13.37,8.22,53.24
OI0088795,O0047501,P1091,1,256.09,8.3,21.26,234.83
OI0088796,O0047501,P0547,2,914.34,12.34,225.66,1603.02
OI0088797,O0047502,P0238,1,972.08,25.89,251.67,720.41
OI0088798,O0047502,P0116,1,717.61,12.78,91.71,625.9
OI0088799,O0047502,P1500,2,135.52,11.18,30.3,240.74
OI0088800,O0047502,P0216,4,557.7,23.03,513.75,1717.05
OI0088801,O0047503,P0441,3,1238.9,14.23,528.89,3187.81
OI0088802,O0047504,P0182,1,200.88,12.02,24.15,176.73
OI0088803,O0047505,P0913,2,551.66,20.22,223.09,880.23
OI0088804,O0047505,P1003,1,350.06,21.52,75.33,274.73
OI0088805,O0047506,P1378,1,971.13,6.47,62.83,908.3
OI0088806,O0047507,P0238,1,972.08,10.1,98.18,873.9
OI0088807,O0047508,P0045,2,1484.33,16.15,479.44,2489.22
OI0088808,O0047509,P0562,3,192.91,12.29,71.13,507.6
OI0088809,O0047509,P1495,1,154.94,15.81,24.5,130.44
OI0088810,O0047509,P1473,2,386.0,15.9,122.75,649.25
OI0088811,O0047510,P1318,1,1249.24,13.77,172.02,1077.22
OI0088812,O0047510,P0573,2,745.31,12.98,193.48,1297.14
OI0088813,O0047511,P0582,1,662.76,5.11,33.87,628.89
OI0088814,O0047512,P0738,2,466.99,11.95,111.61,822.37
OI0088815,O0047512,P0550,1,1023.55,0,0.0,1023.55
OI0088816,O0047513,P1243,2,1436.21,11.1,318.84,2553.58
OI0088817,O0047514,P1239,1,961.46,14.92,143.45,818.01
OI0088818,O0047514,P1169,1,763.1,15.68,119.65,643.45
OI0088819,O0047514,P0372,1,1087.82,11.09,120.64,967.18
