payment_id,order_id,payment_datetime,payment_method,amount,payment_status
PAY0057371,O0057371,2026-02-11 07:38:22,UPI,1715.15,Paid
PAY0057372,O0057372,2026-04-16 09:43:56,NetBanking,493.73,Paid
PAY0057373,O0057373,2026-03-01 17:04:43,COD,1219.85,Failed
PAY0057374,O0057374,2026-07-10 12:53:39,Wallet,1612.67,Paid
PAY0057375,O0057375,2024-08-17 22:15:18,COD,3075.5,Paid
PAY0057376,O0057376,2024-06-12 16:51:20,NetBanking,2860.61,Paid
PAY0057377,O0057377,2024-06-04 09:59:44,NetBanking,1353.93,Paid
PAY0057378,O0057378,2025-06-12 17:03:41,NetBanking,1227.0,Paid
PAY0057379,O0057379,2025-05-15 08:42:50,Wallet,293.95,Paid
PAY0057380,O0057380,2024-11-20 10:42:55,Wallet,2964.64,Paid
PAY0057381,O0057381,2024-07-12 04:04:21,COD,659.84,Paid
PAY0057382,O0057382,2025-06-06 16:11:16,Wallet,240.17,Paid
PAY0057383,O0057383,2024-03-03 20:29:31,Wallet,1075.78,Paid
PAY0057384,O0057384,2025-08-05 18:03:25,UPI,7301.28,Paid
PAY0057385,O0057385,2025-07-10 06:56:36,NetBanking,95.78,Paid
PAY0057386,O0057386,2024-09-02 14:11:29,UPI,1549.48,Paid
PAY0057387,O0057387,2025-05-09 18:26:06,Wallet,3640.19,Paid
PAY0057388,O0057388,2024-02-25 03:25:07,COD,1164.13,Paid
PAY0057389,O0057389,2024-02-03 03:22:07,UPI,2446.1,Paid
PAY0057390,O0057390,2024-11-26 20:47:05,UPI,519.15,Paid
PAY0057391,O0057391,2025-04-08 19:41:30,Card,925.59,Failed
PAY0057392,O0057392,2025-04-06 16:12:42,COD,2779.17,Paid
PAY0057393,O0057393,2024-11-12 21:10:16,Wallet,612.56,Paid
PAY0057394,O0057394,2025-06-22 06:08:34,Card,2376.31,Paid
PAY0057395,O0057395,2025-10-17 23:39:24,Wallet,60.13,Pending
PAY0057396,O0057396,2025-12-08 04:53:26,COD,3211.84,Pending
PAY0057397,O0057397,2024-05-20 00:37:24,NetBanking,5765.88,Paid
PAY0057398,O0057398,2025-06-17 08:20:39,UPI,3133.59,Paid
PAY0057399,O0057399,2026-02-15 18:11:09,COD,978.14,Paid
PAY0057400,O0057400,2026-08-13 17:22:45,Wallet,1026.56,Paid
PAY0057401,O0057401,2024-10-16 11:04:11,Card,510.72,Paid
PAY0057402,O0057402,2026-02-24 17:21:40,COD,1264.7,Paid
PAY0057403,O0057403,2026-01-25 15:16:19,UPI,345.64,Paid
PAY0057404,O0057404,2024-05-16 07:57:19,COD,1383.17,Paid
PAY0057405,O0057405,2025-06-08 22:39:08,Card,1388.16,Paid
PAY0057406,O0057406,2025-12-12 04:27:28,NetBanking,1123.2,Paid
PAY0057407,O0057407,2026-06-29 16:21:53,UPI,6147.03,Paid
PAY0057408,O0057408,2026-06-28 14:59:26,UPI,1230.78,Paid
PAY0057409,O0057409,2024-09-18 12:08:50,UPI,1549.16,Paid
PAY0057410,O0057410,2025-01-09 07:55:24,NetBanking,2315.15,Paid
PAY0057411,O0057411,2025-10-26 07:19:57,UPI,1201.57,Paid
PAY0057412,O0057412,2025-04-14 19:05:43,Wallet,1457.59,Paid
PAY0057413,O0057413,2025-04-21 18:26:50,Card,963.69,Paid
PAY0057414,O0057414,2025-05-28 06:17:28,Card,3317.14,Paid
PAY0057415,O0057415,2024-07-31 21:51:47,NetBanking,3205.33,Paid
PAY0057416,O0057416,2024-05-28 01:14:53,NetBanking,726.16,Paid
PAY0057417,O0057417,2025-09-21 07:53:58,Wallet,849.65,Paid
PAY0057418,O0057418,2024-04-15 14:19:19,UPI,1404.54,Paid
PAY0057419,O0057419,2024-02-21 08:29:37,UPI,337.26,Paid
PAY0057420,O0057420,2025-03-01 22:43:16,Wallet,2521.13,Paid
PAY0057421,O0057421,2025-06-30 17:50:44,UPI,1326.47,Paid
PAY0057422,O0057422,2024-08-18 05:57:12,COD,3128.63,Paid
PAY0057423,O0057423,2024-07-17 09:03:51,COD,589.48,Failed
PAY0057424,O0057424,2026-06-10 18:40:02,Card,2300.81,Paid
PAY0057425,O0057425,2024-09-19 19:21:45,Card,224.88,Pending
PAY0057426,O0057426,2024-03-26 14:52:24,NetBanking,384.62,Paid
PAY0057427,O0057427,2026-07-05 02:52:50,UPI,1127.19,Paid
PAY0057428,O0057428,2025-06-08 08:54:12,Wallet,3197.39,Paid
PAY0057429,O0057429,2025-12-15 17:19:26,Card,589.7,Paid
PAY0057430,O0057430,2025-10-31 11:38:49,Wallet,1461.95,Paid
PAY0057431,O0057431,2025-01-02 01:44:44,NetBanking,907.97,Paid
PAY0057432,O0057432,2025-03-10 05:10:58,UPI,831.48,Paid
PAY0057433,O0057433,2026-03-21 00:07:04,COD,1744.74,Paid
PAY0057434,O0057434,2026-07-11 16:42:50,COD,1332.05,Paid
PAY0057435,O0057435,2025-09-11 23:41:16,UPI,263.77,Paid
PAY0057436,O0057436,2024-10-30 03:03:13,UPI,3990.31,Paid
PAY0057437,O0057437,2025-03-21 11:31:37,Card,2644.88,Paid
PAY0057438,O0057438,2025-09-03 17:11:22,Wallet,537.88,Paid
PAY0057439,O0057439,2025-09-05 17:14:09,UPI,748.22,Pending
PAY0057440,O0057440,2025-12-20 11:30:58,NetBanking,4321.91,Paid
PAY0057441,O0057441,2025-12-01 12:22:46,NetBanking,411.16,Paid
PAY0057442,O0057442,2024-10-21 12:32:56,Card,1680.84,Paid
PAY0057443,O0057443,2024-02-22 06:43:20,Wallet,2357.61,Paid
PAY0057444,O0057444,2025-01-14 20:17:04,Card,647.3,Paid
PAY0057445,O0057445,2024-01-01 20:44:09,Wallet,3252.83,Failed
PAY0057446,O0057446,2026-05-13 07:31:31,Wallet,6750.02,Paid
PAY0057447,O0057447,2026-08-09 14:27:22,Wallet,173.5,Paid
PAY0057448,O0057448,2026-05-16 19:51:48,Card,868.5,Paid
PAY0057449,O0057449,2026-02-26 10:10:41,Card,4048.14,Paid
PAY0057450,O0057450,2026-01-25 21:10:39,UPI,4448.41,Paid
PAY0057451,O0057451,2024-09-21 21:35:25,Wallet,951.85,Paid
PAY0057452,O0057452,2026-07-28 04:04:25,Card,3989.24,Paid
PAY0057453,O0057453,2025-06-27 01:25:52,Card,738.97,Paid
PAY0057454,O0057454,2024-12-13 03:04:23,Card,1752.41,Paid
PAY0057455,O0057455,2025-11-04 16:59:06,NetBanking,2661.0,Paid
PAY0057456,O0057456,2024-09-28 00:55:59,UPI,2921.86,Paid
PAY0057457,O0057457,2024-07-31 17:35:54,COD,1425.93,Paid
PAY0057458,O0057458,2024-01-19 11:14:52,COD,2314.78,Paid
PAY0057459,O0057459,2025-05-28 08:10:00,NetBanking,705.78,Paid
PAY0057460,O0057460,2026-06-13 02:37:14,Card,1251.63,Paid
PAY0057461,O0057461,2025-04-15 02:14:00,Wallet,618.14,Paid
PAY0057462,O0057462,2025-01-03 01:15:26,Card,3941.27,Paid
PAY0057463,O0057463,2024-08-18 19:55:13,Card,1715.83,Paid
PAY0057464,O0057464,2024-09-13 00:11:28,NetBanking,1054.25,Paid
PAY0057465,O0057465,2024-01-14 03:19:12,Wallet,1100.19,Paid
PAY0057466,O0057466,2024-06-03 02:14:46,Card,1029.85,Paid
PAY0057467,O0057467,2026-06-10 00:07:24,Card,3523.64,Paid
PAY0057468,O0057468,2024-09-07 16:00:11,UPI,2087.65,Paid
PAY0057469,O0057469,2026-07-01 23:00:08,Card,3034.97,Paid
PAY0057470,O0057470,2025-05-01 03:08:49,COD,1144.22,Paid
PAY0057471,O0057471,2025-02-18 08:45:38,NetBanking,936.09,Paid
PAY0057472,O0057472,2024-09-20 01:11:09,COD,163.11,Paid
PAY0057473,O0057473,2026-01-04 00:14:17,NetBanking,1123.96,Paid
PAY0057474,O0057474,2024-02-03 09:41:26,NetBanking,1354.38,Paid
PAY0057475,O0057475,2026-06-25 01:39:30,NetBanking,1200.41,Paid
PAY0057476,O0057476,2024-01-30 05:43:04,Card,1887.58,Paid
PAY0057477,O0057477,2024-08-22 23:12:24,Card,4082.69,Paid
PAY0057478,O0057478,2026-02-02 13:31:37,UPI,494.13,Paid
PAY0057479,O0057479,2024-07-30 08:20:53,UPI,1126.14,Paid
PAY0057480,O0057480,2025-01-24 02:40:42,NetBanking,942.9,Failed
PAY0057481,O0057481,2025-05-03 08:48:13,COD,535.57,Paid
PAY0057482,O0057482,2025-10-29 12:29:38,Card,359.34,Paid
PAY0057483,O0057483,2025-10-12 07:14:01,Card,2218.05,Paid
PAY0057484,O0057484,2026-05-29 13:16:23,UPI,652.6,Paid
PAY0057485,O0057485,2025-01-04 05:07:03,COD,4526.35,Paid
PAY0057486,O0057486,2026-04-29 18:07:19,UPI,3252.95,Paid
PAY0057487,O0057487,2025-09-17 00:57:03,Card,3617.32,Paid
PAY0057488,O0057488,2026-08-28 18:05:15,COD,2242.91,Paid
PAY0057489,O0057489,2026-03-04 13:19:16,NetBanking,1753.18,Pending
PAY0057490,O0057490,2025-10-31 11:12:42,NetBanking,2097.88,Paid
PAY0057491,O0057491,2025-03-13 23:29:43,COD,1666.28,Paid
PAY0057492,O0057492,2024-02-17 14:34:51,UPI,370.69,Paid
PAY0057493,O0057493,2024-11-02 18:59:43,NetBanking,3255.84,Paid
PAY0057494,O0057494,2024-05-26 07:32:44,Wallet,403.15,Paid
PAY0057495,O0057495,2026-08-23 12:23:53,Wallet,131.74,Paid
PAY0057496,O0057496,2025-11-24 14:08:01,Card,1575.33,Paid
PAY0057497,O0057497,2025-06-04 09:51:44,Wallet,4153.51,Paid
PAY0057498,O0057498,2025-07-14 00:53:50,COD,977.78,Paid
PAY0057499,O0057499,2026-08-31 12:15:43,UPI,1684.37,Paid
PAY0057500,O0057500,2024-11-07 08:42:56,Wallet,2805.48,Paid
PAY0057501,O0057501,2026-03-30 17:25:51,UPI,2348.74,Paid
PAY0057502,O0057502,2025-11-07 19:16:00,Wallet,3729.4,Paid
PAY0057503,O0057503,2026-02-06 15:11:52,Wallet,1301.35,Paid
PAY0057504,O0057504,2025-02-10 02:06:44,NetBanking,829.68,Paid
PAY0057505,O0057505,2024-10-04 10:15:33,NetBanking,1271.62,Failed
PAY0057506,O0057506,2025-04-19 22:52:44,Wallet,4736.08,Paid
PAY0057507,O0057507,2024-02-28 15:32:38,NetBanking,2253.6,Paid
PAY0057508,O0057508,2024-12-25 07:13:49,NetBanking,364.43,Paid
PAY0057509,O0057509,2024-03-05 10:39:07,UPI,846.49,Paid
PAY0057510,O0057510,2025-04-06 11:29:38,Wallet,272.17,Paid
PAY0057511,O0057511,2024-03-04 13:33:09,NetBanking,1606.67,Failed
PAY0057512,O0057512,2025-06-08 20:13:03,UPI,3152.5,Paid
PAY0057513,O0057513,2025-04-28 07:58:47,Wallet,470.3,Paid
PAY0057514,O0057514,2025-06-06 14:52:50,Wallet,4119.61,Paid
PAY0057515,O0057515,2025-06-03 19:23:14,Wallet,1084.65,Paid
PAY0057516,O0057516,2025-12-18 10:00:00,COD,3521.52,Paid
PAY0057517,O0057517,2024-09-10 08:00:27,UPI,1005.4,Failed
PAY0057518,O0057518,2026-03-12 15:45:29,NetBanking,725.31,Paid
PAY0057519,O0057519,2024-04-12 17:27:40,Card,550.84,Paid
PAY0057520,O0057520,2024-06-13 17:10:12,COD,4894.31,Pending
PAY0057521,O0057521,2026-06-28 19:12:36,COD,659.34,Paid
PAY0057522,O0057522,2024-02-11 19:28:43,COD,745.24,Paid
PAY0057523,O0057523,2025-01-30 01:02:44,Card,850.38,Paid
PAY0057524,O0057524,2025-09-10 20:07:46,COD,1636.1,Paid
PAY0057525,O0057525,2024-01-24 20:41:29,Wallet,547.14,Paid
PAY0057526,O0057526,2024-12-16 13:16:29,Card,1613.97,Paid
PAY0057527,O0057527,2024-11-23 07:48:34,COD,3256.8,Paid
PAY0057528,O0057528,2025-01-16 01:07:14,NetBanking,1094.86,Paid
PAY0057529,O0057529,2025-09-23 02:45:10,Wallet,650.29,Failed
PAY0057530,O0057530,2026-01-25 13:39:30,UPI,5882.96,Pending
PAY0057531,O0057531,2026-04-11 20:21:13,NetBanking,1061.57,Paid
PAY0057532,O0057532,2025-10-01 15:24:51,NetBanking,1783.44,Pending
PAY0057533,O0057533,2026-06-14 01:58:38,COD,1519.92,Paid
PAY0057534,O0057534,2025-12-12 02:55:58,COD,2585.76,Paid
PAY0057535,O0057535,2025-05-05 17:36:37,UPI,1932.03,Paid
PAY0057536,O0057536,2026-08-11 14:51:17,Card,1419.51,Paid
PAY0057537,O0057537,2024-06-20 02:28:11,UPI,2498.81,Paid
PAY0057538,O0057538,2025-07-30 04:13:10,UPI,1266.74,Paid
PAY0057539,O0057539,2024-03-05 08:53:28,COD,258.35,Pending
PAY0057540,O0057540,2025-12-20 14:12:31,UPI,1729.35,Paid
PAY0057541,O0057541,2026-03-01 13:20:10,NetBanking,1054.3,Paid
PAY0057542,O0057542,2024-08-28 13:42:21,Card,392.12,Paid
PAY0057543,O0057543,2026-02-16 17:14:04,COD,3072.75,Paid
PAY0057544,O0057544,2024-09-20 23:52:09,COD,7576.9,Paid
PAY0057545,O0057545,2025-06-23 02:23:06,NetBanking,355.96,Paid
PAY0057546,O0057546,2025-09-10 04:45:30,Wallet,2946.56,Paid
PAY0057547,O0057547,2026-02-17 10:55:11,Wallet,976.37,Paid
PAY0057548,O0057548,2024-10-21 13:28:29,UPI,556.83,Paid
PAY0057549,O0057549,2025-11-21 01:59:15,NetBanking,1376.69,Paid
PAY0057550,O0057550,2025-07-04 12:33:21,Wallet,765.0,Paid
PAY0057551,O0057551,2024-01-03 21:52:34,NetBanking,1382.28,Paid
PAY0057552,O0057552,2024-03-07 17:03:30,NetBanking,3799.83,Paid
PAY0057553,O0057553,2025-02-11 17:03:59,UPI,1181.69,Paid
PAY0057554,O0057554,2025-06-18 10:18:27,NetBanking,1937.26,Pending
PAY0057555,O0057555,2025-07-17 13:34:03,NetBanking,1336.3,Paid
PAY0057556,O0057556,2026-05-11 04:33:07,COD,189.34,Paid
PAY0057557,O0057557,2024-06-25 12:21:38,COD,5053.06,Paid
PAY0057558,O0057558,2024-02-16 15:48:51,NetBanking,2839.88,Failed
PAY0057559,O0057559,2026-08-06 06:48:26,NetBanking,190.41,Paid
PAY0057560,O0057560,2025-11-22 02:26:37,UPI,259.49,Paid
PAY0057561,O0057561,2025-05-09 17:20:48,COD,992.81,Pending
PAY0057562,O0057562,2025-08-24 08:31:02,COD,467.6,Paid
PAY0057563,O0057563,2026-07-07 04:49:49,COD,1255.85,Paid
PAY0057564,O0057564,2025-10-20 22:01:12,UPI,182.11,Paid
PAY0057565,O0057565,2024-02-05 10:28:54,Wallet,1827.96,Paid
PAY0057566,O0057566,2024-12-07 21:11:29,Card,2437.53,Paid
PAY0057567,O0057567,2025-03-22 00:33:13,Wallet,3424.74,Paid
PAY0057568,O0057568,2024-10-29 14:29:53,COD,1100.4,Paid
PAY0057569,O0057569,2026-08-21 18:17:13,Wallet,944.07,Paid
PAY0057570,O0057570,2025-01-09 05:55:15,UPI,1348.14,Paid
PAY0057571,O0057571,2025-01-04 16:22:05,Card,417.94,Paid
PAY0057572,O0057572,2025-06-28 06:49:41,Wallet,2146.92,Paid
PAY0057573,O0057573,2025-11-11 15:31:48,COD,1238.44,Paid
PAY0057574,O0057574,2024-10-16 02:29:36,COD,3004.38,Failed
PAY0057575,O0057575,2025-07-21 20:59:01,Wallet,4938.99,Paid
PAY0057576,O0057576,2024-03-03 19:19:59,Card,371.2,Paid
PAY0057577,O0057577,2024-03-22 15:23:13,Card,891.6,Paid
PAY0057578,O0057578,2025-03-14 09:14:31,Card,1470.0,Paid
PAY0057579,O0057579,2026-02-15 05:41:14,Wallet,1478.02,Paid
PAY0057580,O0057580,2026-04-23 04:28:35,Wallet,669.09,Paid
PAY0057581,O0057581,2025-03-18 05:57:57,NetBanking,1419.27,Paid
PAY0057582,O0057582,2024-09-25 02:36:16,NetBanking,2531.19,Pending
PAY0057583,O0057583,2026-08-17 01:57:37,Wallet,3943.53,Paid
PAY0057584,O0057584,2024-01-16 03:57:47,NetBanking,2916.66,Paid
PAY0057585,O0057585,2024-07-06 19:09:09,Card,852.47,Failed
PAY0057586,O0057586,2025-07-18 23:23:05,Wallet,3505.56,Paid
PAY0057587,O0057587,2025-10-01 12:51:22,Wallet,1960.46,Paid
PAY0057588,O0057588,2025-07-13 07:17:15,UPI,2298.46,Paid
PAY0057589,O0057589,2025-01-15 23:16:35,NetBanking,2423.83,Failed
PAY0057590,O0057590,2024-03-26 20:06:59,NetBanking,2295.92,Paid
PAY0057591,O0057591,2025-10-30 15:16:14,Card,1532.26,Paid
PAY0057592,O0057592,2025-12-04 01:16:12,Card,3011.14,Paid
PAY0057593,O0057593,2025-08-24 19:06:42,Card,8613.44,Paid
PAY0057594,O0057594,2026-06-02 18:01:30,COD,1619.13,Paid
PAY0057595,O0057595,2024-11-09 18:14:01,Card,3362.52,Paid
PAY0057596,O0057596,2025-12-25 01:03:21,NetBanking,2023.27,Paid
PAY0057597,O0057597,2025-11-02 01:24:24,Card,511.82,Paid
PAY0057598,O0057598,2026-07-11 22:00:42,NetBanking,1657.1,Failed
PAY0057599,O0057599,2026-01-25 00:31:06,COD,3597.18,Paid
PAY0057600,O0057600,2025-03-27 13:09:08,COD,4965.04,Paid
PAY0057601,O0057601,2025-10-17 06:08:56,Card,505.53,Paid
PAY0057602,O0057602,2025-06-01 00:29:42,COD,3846.61,Failed
PAY0057603,O0057603,2024-11-24 23:08:26,NetBanking,2124.95,Paid
PAY0057604,O0057604,2024-06-06 17:39:30,UPI,323.08,Paid
PAY0057605,O0057605,2024-05-10 02:32:45,UPI,2000.33,Paid
PAY0057606,O0057606,2024-01-17 20:28:04,NetBanking,1266.56,Paid
PAY0057607,O0057607,2025-01-07 06:36:32,Wallet,1415.74,Paid
PAY0057608,O0057608,2024-01-26 14:35:10,Wallet,141.02,Paid
PAY0057609,O0057609,2024-02-25 01:46:53,COD,3206.43,Paid
PAY0057610,O0057610,2026-03-01 21:55:01,Wallet,1156.34,Paid
PAY0057611,O0057611,2024-11-02 00:21:47,Wallet,470.67,Paid
PAY0057612,O0057612,2025-12-15 14:22:11,UPI,3090.0,Paid
PAY0057613,O0057613,2026-06-03 10:01:11,NetBanking,924.94,Paid
PAY0057614,O0057614,2025-04-23 03:04:44,Wallet,3202.36,Paid
PAY0057615,O0057615,2024-01-23 11:40:36,COD,1395.35,Paid
PAY0057616,O0057616,2025-03-11 23:24:19,Card,916.27,Paid
PAY0057617,O0057617,2025-10-19 01:43:03,NetBanking,2530.8,Paid
PAY0057618,O0057618,2024-04-20 22:27:24,Wallet,1769.91,Paid
PAY0057619,O0057619,2025-12-27 13:28:26,Card,273.44,Paid
PAY0057620,O0057620,2025-02-21 13:46:55,COD,2707.44,Paid
PAY0057621,O0057621,2026-06-28 12:28:55,COD,80.88,Paid
PAY0057622,O0057622,2024-06-14 08:13:18,NetBanking,1266.84,Failed
PAY0057623,O0057623,2024-03-24 00:15:41,UPI,3392.19,Paid
PAY0057624,O0057624,2026-07-01 02:19:05,Wallet,708.96,Paid
PAY0057625,O0057625,2024-07-06 13:37:00,Card,964.36,Pending
PAY0057626,O0057626,2026-01-02 09:19:24,NetBanking,2270.77,Paid
PAY0057627,O0057627,2026-06-02 18:58:35,NetBanking,2417.02,Paid
PAY0057628,O0057628,2024-04-30 15:41:03,COD,2004.18,Paid
PAY0057629,O0057629,2026-02-02 07:32:22,UPI,749.82,Paid
PAY0057630,O0057630,2024-06-17 09:50:44,Card,1048.82,Paid
PAY0057631,O0057631,2024-08-24 20:15:54,Wallet,2813.98,Paid
PAY0057632,O0057632,2025-03-21 12:52:09,COD,1246.14,Paid
PAY0057633,O0057633,2024-11-19 06:26:45,NetBanking,325.82,Paid
PAY0057634,O0057634,2026-01-09 02:06:45,Card,3278.02,Paid
PAY0057635,O0057635,2024-07-28 07:07:00,Card,1536.47,Paid
PAY0057636,O0057636,2026-04-11 00:31:58,Card,1430.37,Paid
PAY0057637,O0057637,2026-06-20 14:37:33,Card,695.25,Paid
PAY0057638,O0057638,2025-01-18 05:19:30,NetBanking,1040.3,Paid
PAY0057639,O0057639,2025-12-04 06:54:24,NetBanking,1384.03,Paid
PAY0057640,O0057640,2025-03-08 21:22:40,Wallet,1129.25,Paid
PAY0057641,O0057641,2025-04-08 22:05:13,COD,5516.51,Failed
PAY0057642,O0057642,2025-09-29 19:17:28,Card,3108.88,Paid
PAY0057643,O0057643,2025-10-15 01:45:19,NetBanking,5817.82,Paid
PAY0057644,O0057644,2025-12-02 00:23:21,COD,39.78,Paid
PAY0057645,O0057645,2025-12-05 09:44:35,UPI,243.96,Paid
PAY0057646,O0057646,2026-03-24 17:35:30,Wallet,980.09,Paid
PAY0057647,O0057647,2026-02-07 04:17:12,Wallet,5857.48,Failed
PAY0057648,O0057648,2025-04-11 11:17:28,COD,2905.9,Failed
PAY0057649,O0057649,2025-09-12 14:26:27,NetBanking,480.78,Paid
PAY0057650,O0057650,2025-01-17 11:21:18,UPI,1707.11,Paid
PAY0057651,O0057651,2026-01-31 10:57:08,Wallet,802.46,Paid
PAY0057652,O0057652,2026-05-15 05:37:13,COD,2507.49,Paid
PAY0057653,O0057653,2026-07-22 16:40:38,NetBanking,7262.49,Paid
PAY0057654,O0057654,2025-05-10 23:18:21,COD,883.83,Paid
PAY0057655,O0057655,2024-10-11 12:02:24,NetBanking,943.51,Paid
PAY0057656,O0057656,2024-06-20 10:33:03,COD,4011.16,Paid
PAY0057657,O0057657,2025-04-14 21:50:33,NetBanking,436.82,Failed
PAY0057658,O0057658,2026-04-10 06:16:32,Wallet,101.16,Paid
PAY0057659,O0057659,2025-04-20 10:41:06,UPI,1303.67,Paid
PAY0057660,O0057660,2024-11-04 21:23:52,Card,4308.98,Paid
PAY0057661,O0057661,2026-01-16 12:35:15,NetBanking,1061.56,Paid
PAY0057662,O0057662,2025-03-12 11:47:55,NetBanking,1231.17,Pending
PAY0057663,O0057663,2026-06-24 09:34:36,COD,917.4,Paid
PAY0057664,O0057664,2025-06-03 11:11:37,Card,2727.7,Paid
PAY0057665,O0057665,2026-05-10 04:05:53,NetBanking,238.37,Paid
PAY0057666,O0057666,2025-01-25 16:55:57,Card,2960.55,Pending
PAY0057667,O0057667,2025-12-27 20:03:53,UPI,2189.39,Paid
PAY0057668,O0057668,2026-07-21 16:12:45,COD,694.76,Paid
PAY0057669,O0057669,2024-05-29 03:44:34,Wallet,2669.83,Paid
PAY0057670,O0057670,2025-03-29 10:30:25,Wallet,1547.52,Paid
PAY0057671,O0057671,2024-01-16 01:24:51,NetBanking,2079.67,Paid
PAY0057672,O0057672,2025-08-28 12:39:17,COD,1875.8,Paid
PAY0057673,O0057673,2024-09-24 15:30:22,COD,150.37,Paid
PAY0057674,O0057674,2024-10-19 12:26:12,COD,2908.98,Paid
PAY0057675,O0057675,2024-03-06 09:02:29,UPI,211.22,Paid
PAY0057676,O0057676,2025-03-27 19:29:42,Card,2227.02,Paid
PAY0057677,O0057677,2024-06-23 01:22:26,Card,2041.98,Paid
PAY0057678,O0057678,2026-08-14 11:49:13,Card,1467.78,Paid
PAY0057679,O0057679,2024-05-02 16:01:48,UPI,1353.63,Paid
PAY0057680,O0057680,2024-04-19 10:21:51,COD,1527.73,Paid
PAY0057681,O0057681,2025-01-14 03:27:44,Wallet,1447.78,Paid
PAY0057682,O0057682,2024-09-07 10:08:47,Card,1763.58,Paid
PAY0057683,O0057683,2025-03-04 18:06:35,UPI,1299.48,Pending
PAY0057684,O0057684,2026-07-27 07:31:17,Card,657.65,Paid
PAY0057685,O0057685,2025-04-30 06:00:41,COD,2403.77,Paid
PAY0057686,O0057686,2026-08-05 07:59:10,NetBanking,774.72,Paid
PAY0057687,O0057687,2026-01-05 22:12:49,NetBanking,84.38,Paid
PAY0057688,O0057688,2024-01-27 12:58:49,Card,886.87,Paid
PAY0057689,O0057689,2026-01-23 11:06:31,Card,2268.66,Paid
PAY0057690,O0057690,2024-12-24 09:54:58,UPI,2551.95,Paid
PAY0057691,O0057691,2024-03-12 03:35:16,Wallet,5045.12,Paid
PAY0057692,O0057692,2025-05-31 14:06:36,NetBanking,517.28,Paid
PAY0057693,O0057693,2026-03-19 07:02:56,Wallet,2458.88,Paid
PAY0057694,O0057694,2024-05-06 22:26:28,UPI,356.47,Paid
PAY0057695,O0057695,2024-04-06 09:11:39,Card,324.56,Paid
PAY0057696,O0057696,2024-05-01 03:35:34,COD,1494.11,Paid
PAY0057697,O0057697,2025-12-11 05:42:27,Card,528.52,Paid
PAY0057698,O0057698,2025-10-17 11:30:28,COD,983.8,Paid
PAY0057699,O0057699,2024-05-31 22:42:15,NetBanking,2164.32,Paid
PAY0057700,O0057700,2025-09-02 13:21:13,Wallet,6644.11,Paid
PAY0057701,O0057701,2025-04-26 00:53:50,UPI,1193.06,Paid
PAY0057702,O0057702,2025-02-07 18:46:45,Card,4164.31,Paid
PAY0057703,O0057703,2024-02-28 17:01:55,UPI,1163.42,Paid
PAY0057704,O0057704,2025-01-18 10:15:14,NetBanking,2847.86,Paid
PAY0057705,O0057705,2026-02-18 04:08:26,Card,1570.14,Paid
PAY0057706,O0057706,2026-07-16 03:34:55,COD,773.76,Paid
PAY0057707,O0057707,2024-01-15 07:17:39,COD,4984.91,Paid
PAY0057708,O0057708,2025-06-24 06:33:52,Card,512.05,Paid
PAY0057709,O0057709,2024-10-21 13:15:25,NetBanking,1445.21,Paid
PAY0057710,O0057710,2024-03-29 09:50:38,Wallet,760.6,Paid
PAY0057711,O0057711,2026-04-06 01:08:12,Card,1048.2,Paid
PAY0057712,O0057712,2026-02-08 17:44:37,Card,2201.93,Paid
PAY0057713,O0057713,2024-12-25 20:15:13,UPI,1169.33,Paid
PAY0057714,O0057714,2026-02-08 21:44:44,Wallet,2401.09,Paid
PAY0057715,O0057715,2024-09-16 23:47:25,NetBanking,1320.29,Paid
PAY0057716,O0057716,2026-06-14 05:31:58,NetBanking,2521.1,Paid
PAY0057717,O0057717,2024-11-30 03:27:30,Wallet,958.33,Paid
PAY0057718,O0057718,2024-11-30 09:26:50,Wallet,1947.73,Paid
PAY0057719,O0057719,2026-03-18 20:05:30,UPI,849.05,Paid
PAY0057720,O0057720,2024-12-27 10:19:20,UPI,177.45,Paid
PAY0057721,O0057721,2025-04-27 08:25:25,NetBanking,1654.3,Paid
PAY0057722,O0057722,2024-01-04 17:23:54,COD,1245.54,Paid
PAY0057723,O0057723,2025-03-30 06:21:10,COD,5632.17,Paid
PAY0057724,O0057724,2024-05-04 02:48:54,Wallet,3169.53,Paid
PAY0057725,O0057725,2026-05-11 09:14:30,UPI,3521.22,Paid
PAY0057726,O0057726,2026-07-16 20:05:36,Wallet,542.62,Paid
PAY0057727,O0057727,2026-01-12 15:19:30,COD,1030.76,Paid
PAY0057728,O0057728,2025-11-13 18:48:25,Wallet,4005.62,Paid
PAY0057729,O0057729,2026-08-19 00:50:54,Wallet,1822.36,Paid
PAY0057730,O0057730,2025-10-28 20:12:40,NetBanking,2794.01,Paid
PAY0057731,O0057731,2024-09-16 18:41:50,COD,2399.87,Paid
PAY0057732,O0057732,2026-03-20 01:16:12,COD,1305.7,Pending
PAY0057733,O0057733,2026-06-15 13:14:46,Wallet,1038.37,Paid
PAY0057734,O0057734,2025-01-29 23:04:42,NetBanking,2109.37,Failed
PAY0057735,O0057735,2025-04-17 01:35:12,NetBanking,1692.07,Paid
PAY0057736,O0057736,2024-09-22 10:57:52,Wallet,1542.39,Paid
PAY0057737,O0057737,2026-06-29 22:34:54,NetBanking,715.07,Paid
PAY0057738,O0057738,2024-10-22 00:28:28,COD,3913.25,Paid
