return_id,order_id,product_id,return_reason,refund_amount,return_date
R005838,O0056529,P0316,Wrong Item,736.56,2026-01-12
R005839,O0056535,P0999,Wrong Item,1829.88,2024-05-08
R005840,O0056562,P1481,Late Delivery,705.62,2024-03-20
R005841,O0056562,P0594,Late Delivery,493.49,2024-03-26
R005842,O0056566,P0783,Changed Mind,986.97,2024-10-29
R005843,O0056622,P1237,Changed Mind,1420.17,2026-06-21
R005844,O0056622,P1449,Wrong Item,446.68,2026-06-15
R005845,O0056668,P0085,Defective,904.46,2024-11-15
R005846,O0056668,P0094,Wrong Item,235.82,2024-11-07
R005847,O0056679,P0675,Changed Mind,166.53,2026-03-14
R005848,O0056685,P1494,Defective,917.06,2024-02-25
R005849,O0056713,P0541,Changed Mind,672.23,2024-06-01
R005850,O0056713,P0445,Wrong Item,160.15,2024-06-19
R005851,O0056734,P0759,Wrong Item,1145.76,2025-08-02
R005852,O0056746,P0590,Wrong Item,1168.96,2025-02-26
R005853,O0056757,P0699,Defective,1056.38,2026-04-03
R005854,O0056785,P0756,Changed Mind,553.81,2026-02-27
R005855,O0056796,P0630,Late Delivery,1561.46,2024-04-15
R005856,O0056824,P1121,Wrong Item,1112.62,2025-08-15
R005857,O0056824,P1343,Changed Mind,676.76,2025-08-17
R005858,O0056827,P1453,Late Delivery,890.2,2024-06-07
R005859,O0056831,P0043,Wrong Item,769.34,2025-02-25
R005860,O0056837,P0590,Wrong Item,2215.45,2024-12-26
R005861,O0056837,P0583,Changed Mind,499.13,2025-01-07
R005862,O0056846,P1168,Wrong Item,473.61,2024-02-16
R005863,O0056860,P0311,Wrong Item,1346.42,2025-02-10
R005864,O0056863,P1437,Late Delivery,1368.14,2024-03-14
R005865,O0056870,P0873,Wrong Item,2029.11,2026-07-31
R005866,O0056870,P0688,Defective,2294.54,2026-07-31
R005867,O0056873,P0557,Late Delivery,206.66,2026-04-24
R005868,O0056885,P1151,Defective,465.16,2025-05-04
R005869,O0056885,P1072,Defective,1192.3,2025-05-12
R005870,O0056887,P1355,Wrong Item,3338.45,2024-03-19
R005871,O0056887,P1060,Changed Mind,745.32,2024-03-16
R005872,O0056893,P1223,Changed Mind,265.66,2026-03-14
R005873,O0056909,P1236,Wrong Item,145.53,2024-07-21
R005874,O0056976,P0497,Late Delivery,1299.97,2024-02-24
R005875,O0056976,P0293,Changed Mind,681.68,2024-03-03
R005876,O0056976,P1322,Defective,508.13,2024-02-28
R005877,O0057049,P1486,Changed Mind,169.94,2024-05-25
R005878,O0057049,P0719,Late Delivery,205.49,2024-05-18
R005879,O0057064,P0173,Late Delivery,2472.46,2025-12-26
R005880,O0057122,P0048,Late Delivery,1247.59,2024-06-14
R005881,O0057122,P1054,Wrong Item,172.43,2024-06-12
R005882,O0057133,P1085,Late Delivery,1393.86,2026-05-25
R005883,O0057141,P0590,Late Delivery,5689.63,2025-07-06
R005884,O0057207,P1396,Defective,289.8,2025-11-30
R005885,O0057219,P1218,Changed Mind,1211.81,2024-11-21
R005886,O0057224,P0699,Late Delivery,1202.67,2024-07-19
R005887,O0057245,P0686,Late Delivery,1292.41,2024-06-09
R005888,O0057248,P1322,Defective,579.79,2025-10-19
R005889,O0057258,P0161,Late Delivery,725.25,2025-06-10
R005890,O0057260,P1330,Late Delivery,495.63,2025-09-20
R005891,O0057261,P0279,Wrong Item,880.53,2025-01-12
R005892,O0057261,P0984,Changed Mind,1264.28,2025-01-03
R005893,O0057261,P0524,Defective,698.37,2025-01-20
R005894,O0057272,P0950,Changed Mind,3376.01,2026-03-22
R005895,O0057273,P0709,Defective,1098.6,2024-01-21
R005896,O0057281,P0121,Changed Mind,1201.88,2024-07-06
R005897,O0057289,P1393,Changed Mind,142.51,2024-12-21
R005898,O0057289,P0314,Wrong Item,1223.96,2024-12-19
R005899,O0057300,P0925,Wrong Item,234.77,2025-03-20
R005900,O0057300,P0373,Defective,295.68,2025-03-16
R005901,O0057311,P1111,Changed Mind,943.16,2024-10-11
R005902,O0057311,P0184,Wrong Item,2421.03,2024-10-08
R005903,O0057312,P0159,Wrong Item,929.23,2026-03-29
R005904,O0057312,P0284,Changed Mind,212.17,2026-04-01
R005905,O0057340,P0745,Late Delivery,1479.83,2024-05-16
R005906,O0057348,P1383,Changed Mind,891.67,2026-02-24
R005907,O0057348,P1307,Changed Mind,205.49,2026-03-11
R005908,O0057392,P1278,Defective,1088.03,2025-04-26
R005909,O0057392,P1009,Late Delivery,744.72,2025-04-20
R005910,O0057392,P0100,Late Delivery,633.62,2025-04-12
R005911,O0057392,P0552,Changed Mind,213.8,2025-04-23
R005912,O0057394,P0573,Wrong Item,1913.06,2025-06-24
R005913,O0057402,P0749,Defective,935.17,2026-03-14
R005914,O0057406,P1154,Wrong Item,1074.2,2025-12-14
R005915,O0057407,P1262,Wrong Item,4774.18,2026-07-13
R005916,O0057407,P0865,Changed Mind,1293.85,2026-07-12
R005917,O0057409,P0536,Wrong Item,1027.6,2024-10-07
R005918,O0057409,P0713,Wrong Item,521.56,2024-10-08
R005919,O0057412,P0784,Changed Mind,756.33,2025-04-21
R005920,O0057432,P1094,Wrong Item,732.48,2025-03-26
R005921,O0057444,P0076,Late Delivery,548.3,2025-01-17
R005922,O0057455,P0131,Defective,1145.66,2025-11-17
R005923,O0057458,P1276,Wrong Item,1053.94,2024-02-02
R005924,O0057499,P0273,Changed Mind,1684.37,2026-09-17
R005925,O0057500,P0773,Late Delivery,103.26,2024-11-21
R005926,O0057500,P1028,Wrong Item,2702.21,2024-11-22
R005927,O0057504,P1117,Late Delivery,680.68,2025-02-20
R005928,O0057505,P0266,Changed Mind,1222.62,2024-10-11
R005929,O0057538,P0465,Late Delivery,1217.74,2025-08-13
R005930,O0057542,P0424,Late Delivery,392.12,2024-09-13
R005931,O0057544,P0596,Late Delivery,1779.33,2024-10-07
R005932,O0057544,P1311,Defective,2130.06,2024-10-07
R005933,O0057544,P0784,Defective,866.85,2024-10-06
R005934,O0057544,P0178,Late Delivery,1260.11,2024-10-06
R005935,O0057562,P0664,Changed Mind,388.6,2025-08-31
R005936,O0057583,P0312,Defective,1227.43,2026-08-23
R005937,O0057583,P0888,Changed Mind,1538.32,2026-08-27
R005938,O0057583,P0435,Defective,867.39,2026-08-25
R005939,O0057590,P0749,Defective,2246.92,2024-03-30
R005940,O0057599,P0136,Defective,684.74,2026-02-04
R005941,O0057642,P1112,Defective,588.42,2025-10-12
R005942,O0057642,P0651,Late Delivery,1385.26,2025-10-10
R005943,O0057642,P0438,Late Delivery,1056.2,2025-10-05
R005944,O0057654,P0533,Defective,784.83,2025-05-24
R005945,O0057671,P1123,Defective,1047.78,2024-01-21
R005946,O0057671,P1103,Changed Mind,952.89,2024-02-01
R005947,O0057673,P1201,Defective,71.37,2024-10-06
R005948,O0057692,P0718,Late Delivery,224.24,2025-06-06
R005949,O0057696,P0734,Late Delivery,1059.85,2024-05-18
R005950,O0057734,P0492,Changed Mind,1295.6,2025-02-15
R005951,O0057744,P0293,Defective,674.76,2024-08-16
R005952,O0057753,P0135,Changed Mind,288.0,2024-03-19
R005953,O0057773,P1252,Defective,818.09,2024-01-21
R005954,O0057773,P1095,Wrong Item,573.42,2024-01-18
R005955,O0057773,P1391,Wrong Item,488.62,2024-01-18
R005956,O0057785,P0887,Changed Mind,1516.53,2024-02-18
R005957,O0057793,P0899,Wrong Item,605.99,2026-08-23
R005958,O0057793,P0175,Defective,535.2,2026-09-05
R005959,O0057813,P1313,Wrong Item,399.02,2025-11-29
R005960,O0057813,P0862,Defective,1870.83,2025-12-01
R005961,O0057837,P1488,Wrong Item,285.27,2025-02-04
R005962,O0057837,P0161,Defective,1567.76,2025-02-17
R005963,O0057837,P0464,Wrong Item,988.11,2025-02-12
R005964,O0057845,P1315,Late Delivery,212.3,2024-03-16
R005965,O0057845,P0909,Wrong Item,566.18,2024-03-17
R005966,O0057845,P1387,Changed Mind,2600.57,2024-03-11
R005967,O0057845,P0265,Late Delivery,846.86,2024-03-19
R005968,O0057846,P0693,Wrong Item,796.72,2025-10-09
R005969,O0057884,P0104,Late Delivery,546.6,2024-08-29
R005970,O0057887,P0435,Defective,1749.79,2024-09-17
R005971,O0057930,P0934,Late Delivery,225.44,2026-02-13
R005972,O0057930,P0083,Changed Mind,654.27,2026-02-19
R005973,O0057932,P0439,Changed Mind,1077.72,2024-04-10
R005974,O0057936,P0346,Changed Mind,852.74,2024-11-08
R005975,O0057963,P1183,Late Delivery,265.15,2025-01-19
R005976,O0057963,P0275,Defective,89.63,2025-01-08
R005977,O0057964,P0419,Defective,1467.13,2024-04-04
R005978,O0057964,P0979,Changed Mind,2026.21,2024-04-09
R005979,O0057964,P1421,Changed Mind,225.66,2024-04-16
R005980,O0057964,P1320,Defective,657.33,2024-04-14
R005981,O0057965,P0382,Defective,691.77,2026-01-17
R005982,O0057965,P0831,Defective,515.06,2026-01-16
R005983,O0057970,P0814,Late Delivery,399.06,2026-05-05
R005984,O0057970,P0305,Late Delivery,1308.18,2026-05-20
R005985,O0057971,P0702,Late Delivery,1024.48,2025-02-08
R005986,O0058006,P0721,Wrong Item,2318.38,2025-04-02
R005987,O0058006,P0198,Changed Mind,1017.61,2025-04-14
R005988,O0058013,P1456,Wrong Item,374.2,2024-08-25
R005989,O0058051,P0226,Changed Mind,318.38,2025-05-15
R005990,O0058084,P0334,Late Delivery,483.07,2026-07-31
R005991,O0058087,P1294,Defective,2056.87,2024-03-10
R005992,O0058089,P0990,Wrong Item,803.64,2024-02-18
R005993,O0058089,P0663,Late Delivery,807.15,2024-02-15
R005994,O0058097,P1061,Defective,576.47,2025-10-14
R005995,O0058098,P1307,Late Delivery,628.52,2025-12-17
R005996,O0058124,P0825,Defective,1065.67,2024-10-05
R005997,O0058124,P0955,Late Delivery,197.7,2024-10-05
R005998,O0058145,P0420,Wrong Item,514.47,2025-03-19
R005999,O0058152,P0404,Late Delivery,525.04,2024-11-06
R006000,O0058153,P0860,Changed Mind,49.81,2026-02-24
R006001,O0058153,P0270,Wrong Item,1167.27,2026-03-02
R006002,O0058153,P0454,Late Delivery,1186.18,2026-02-28
R006003,O0058153,P1322,Wrong Item,1135.0,2026-02-25
R006004,O0058162,P0353,Defective,231.16,2024-03-21
R006005,O0058162,P0574,Late Delivery,1424.25,2024-04-05
R006006,O0058171,P1161,Changed Mind,2516.07,2024-02-23
R006007,O0058171,P1292,Changed Mind,851.27,2024-02-23
R006008,O0058171,P1484,Changed Mind,838.13,2024-02-18
R006009,O0058182,P1365,Late Delivery,3700.7,2025-04-01
R006010,O0058259,P0992,Changed Mind,727.75,2025-10-01
R006011,O0058294,P0503,Wrong Item,1081.72,2025-05-06
R006012,O0058307,P0949,Wrong Item,253.13,2024-03-23
R006013,O0058322,P0239,Wrong Item,163.62,2025-08-20
R006014,O0058322,P0298,Changed Mind,2261.92,2025-08-26
R006015,O0058322,P0041,Late Delivery,2847.55,2025-08-17
R006016,O0058322,P0677,Defective,419.99,2025-08-26
R006017,O0058326,P0777,Late Delivery,594.34,2026-07-26
R006018,O0058326,P0709,Changed Mind,1021.32,2026-07-27
R006019,O0058328,P1296,Changed Mind,323.96,2026-01-28
R006020,O0058328,P0332,Wrong Item,1153.62,2026-02-01
R006021,O0058328,P0029,Defective,780.72,2026-02-03
R006022,O0058344,P0131,Late Delivery,554.2,2025-06-30
R006023,O0058344,P0866,Changed Mind,1134.85,2025-07-05
R006024,O0058351,P0637,Wrong Item,176.11,2024-11-01
R006025,O0058368,P1105,Changed Mind,359.66,2024-04-06
R006026,O0058368,P0770,Changed Mind,1114.41,2024-03-31
R006027,O0058382,P0366,Late Delivery,641.83,2024-04-30
R006028,O0058388,P1206,Late Delivery,693.63,2026-01-18
R006029,O0058388,P0497,Wrong Item,1254.29,2026-01-12
R006030,O0058395,P0574,Defective,1347.77,2026-03-16
R006031,O0058444,P1073,Changed Mind,1953.16,2026-03-05
R006032,O0058473,P0962,Late Delivery,745.76,2026-03-02
R006033,O0058473,P0223,Defective,1339.58,2026-03-01
R006034,O0058476,P0942,Defective,814.53,2025-07-20
R006035,O0058513,P0424,Late Delivery,435.12,2024-04-02
R006036,O0058522,P0545,Late Delivery,1586.23,2025-08-03
R006037,O0058535,P0147,Wrong Item,1253.83,2025-08-23
R006038,O0058540,P0766,Wrong Item,280.06,2024-10-29
R006039,O0058540,P0327,Changed Mind,1118.71,2024-10-29
R006040,O0058540,P0284,Wrong Item,210.33,2024-10-18
R006041,O0058540,P0123,Late Delivery,609.95,2024-10-18
R006042,O0058575,P1214,Wrong Item,1661.45,2025-04-14
R006043,O0058575,P0377,Defective,972.77,2025-04-17
R006044,O0058575,P0187,Defective,395.8,2025-04-20
R006045,O0058605,P0784,Wrong Item,1007.94,2024-06-02
R006046,O0058612,P0431,Changed Mind,1442.09,2026-08-13
R006047,O0058615,P0729,Changed Mind,1165.82,2025-02-09
R006048,O0058630,P1334,Wrong Item,1849.53,2024-06-27
R006049,O0058630,P0476,Changed Mind,342.28,2024-06-23
R006050,O0058660,P1228,Changed Mind,930.18,2024-06-27
R006051,O0058663,P0964,Late Delivery,364.82,2024-04-28
R006052,O0058681,P0289,Wrong Item,282.7,2026-03-08
R006053,O0058681,P1316,Late Delivery,970.05,2026-03-16
R006054,O0058693,P0962,Defective,241.43,2024-02-18
R006055,O0058700,P1063,Defective,777.53,2024-11-27
R006056,O0058704,P0629,Late Delivery,60.41,2024-07-08
R006057,O0058712,P0493,Wrong Item,785.14,2025-05-02
R006058,O0058712,P0977,Defective,460.32,2025-05-02
R006059,O0058719,P1493,Wrong Item,1033.56,2026-02-08
R006060,O0058730,P0201,Defective,54.72,2024-10-17
R006061,O0058742,P1500,Wrong Item,245.43,2024-09-14
R006062,O0058742,P0275,Late Delivery,97.99,2024-09-08
R006063,O0058761,P0668,Late Delivery,54.15,2025-05-22
R006064,O0058765,P0436,Wrong Item,1133.6,2026-03-04
R006065,O0058775,P1074,Defective,243.05,2025-03-11
R006066,O0058778,P1053,Late Delivery,901.7,2024-09-04
R006067,O0058787,P0705,Changed Mind,586.05,2025-03-01
R006068,O0058787,P0934,Late Delivery,230.19,2025-02-21
R006069,O0058796,P1201,Changed Mind,70.97,2025-06-20
R006070,O0058797,P0832,Changed Mind,511.47,2024-07-11
R006071,O0058820,P0705,Wrong Item,587.3,2025-03-20
R006072,O0058820,P0888,Wrong Item,778.36,2025-03-18
R006073,O0058911,P1239,Late Delivery,823.3,2024-05-03
R006074,O0058911,P1131,Defective,1322.39,2024-04-29
R006075,O0058943,P0748,Late Delivery,399.13,2024-09-03
R006076,O0058943,P0966,Wrong Item,1052.23,2024-09-04
R006077,O0058943,P0931,Defective,507.01,2024-09-07
R006078,O0058944,P1357,Defective,232.11,2024-04-28
R006079,O0058948,P0477,Late Delivery,42.79,2025-12-12
R006080,O0058954,P1495,Defective,278.43,2025-03-27
R006081,O0058966,P0223,Changed Mind,1361.84,2026-04-25
R006082,O0058974,P1373,Wrong Item,551.01,2026-03-11
R006083,O0058998,P0256,Changed Mind,753.55,2025-08-12
R006084,O0059001,P0468,Defective,312.09,2024-05-23
R006085,O0059001,P0909,Defective,647.17,2024-06-07
R006086,O0059023,P1380,Wrong Item,2671.32,2026-02-15
R006087,O0059053,P0908,Wrong Item,560.17,2024-06-13
R006088,O0059053,P1107,Changed Mind,981.08,2024-06-30
R006089,O0059069,P1453,Wrong Item,919.6,2026-04-05
R006090,O0059069,P0994,Defective,1084.8,2026-04-03
R006091,O0059075,P0009,Wrong Item,2031.7,2024-11-19
R006092,O0059075,P0115,Changed Mind,1226.81,2024-11-09
R006093,O0059075,P1042,Defective,788.0,2024-11-13
R006094,O0059083,P0197,Defective,531.09,2025-07-31
R006095,O0059161,P0656,Wrong Item,862.5,2024-04-15
R006096,O0059162,P1403,Defective,1041.84,2025-10-08
R006097,O0059174,P0621,Late Delivery,1032.77,2025-11-09
R006098,O0059181,P0037,Changed Mind,787.06,2025-11-11
R006099,O0059193,P1292,Defective,811.29,2024-12-23
R006100,O0059193,P0246,Changed Mind,840.83,2024-12-12
R006101,O0059197,P0212,Defective,2936.98,2026-01-18
R006102,O0059197,P0293,Defective,1313.65,2026-02-01
R006103,O0059221,P0046,Late Delivery,173.98,2025-09-10
R006104,O0059224,P0111,Wrong Item,2719.4,2024-08-27
R006105,O0059224,P0858,Wrong Item,95.2,2024-08-17
R006106,O0059228,P0546,Late Delivery,755.37,2024-08-01
R006107,O0059234,P0149,Defective,984.43,2024-04-01
R006108,O0059234,P0027,Late Delivery,1189.27,2024-04-08
R006109,O0059242,P0267,Late Delivery,819.13,2024-05-23
R006110,O0059267,P0921,Wrong Item,740.15,2024-06-25
R006111,O0059284,P0174,Changed Mind,733.59,2024-08-21
R006112,O0059293,P0224,Wrong Item,235.9,2025-02-08
R006113,O0059305,P0189,Wrong Item,591.14,2024-08-19
R006114,O0059350,P0175,Wrong Item,1000.6,2025-11-25
R006115,O0059375,P0796,Defective,1708.05,2025-11-25
R006116,O0059417,P0469,Late Delivery,35.19,2025-02-25
R006117,O0059417,P1061,Wrong Item,597.05,2025-03-08
R006118,O0059426,P1240,Wrong Item,441.04,2025-10-26
R006119,O0059426,P0506,Defective,34.94,2025-10-22
R006120,O0059426,P0011,Late Delivery,2673.15,2025-10-23
R006121,O0059426,P0380,Changed Mind,108.38,2025-11-02
R006122,O0059428,P0232,Defective,457.33,2025-12-24
R006123,O0059430,P0926,Changed Mind,937.76,2025-01-22
R006124,O0059443,P0785,Defective,1148.15,2026-03-16
R006125,O0059449,P0921,Wrong Item,865.08,2026-07-14
R006126,O0059454,P1235,Wrong Item,1188.02,2026-06-19
R006127,O0059537,P0820,Changed Mind,255.99,2025-04-12
R006128,O0059560,P0378,Wrong Item,322.43,2024-07-18
R006129,O0059560,P0349,Changed Mind,1262.61,2024-07-19
R006130,O0059561,P0515,Wrong Item,2432.73,2025-07-29
R006131,O0059564,P0810,Late Delivery,740.26,2024-06-22
R006132,O0059564,P0162,Changed Mind,423.99,2024-06-19
R006133,O0059564,P1258,Late Delivery,949.96,2024-07-02
R006134,O0059567,P0430,Wrong Item,259.27,2025-07-05
R006135,O0059622,P0111,Wrong Item,1227.4,2026-03-10
R006136,O0059629,P0723,Wrong Item,826.61,2026-06-23
R006137,O0059640,P1498,Wrong Item,820.15,2024-11-09
R006138,O0059640,P0953,Wrong Item,487.66,2024-11-15
R006139,O0059640,P1361,Defective,293.5,2024-11-21
R006140,O0059642,P1037,Wrong Item,583.68,2024-05-22
R006141,O0059645,P0502,Late Delivery,2798.28,2025-09-21
R006142,O0059680,P1347,Late Delivery,1762.71,2025-07-28
R006143,O0059680,P0955,Wrong Item,103.45,2025-07-21
R006144,O0059685,P0085,Wrong Item,1907.09,2024-08-02
R006145,O0059685,P1173,Wrong Item,1139.9,2024-07-27
R006146,O0059715,P0532,Wrong Item,776.61,2024-02-23
R006147,O0059715,P1382,Late Delivery,674.84,2024-02-24
R006148,O0059721,P0945,Wrong Item,894.76,2025-04-02
R006149,O0059730,P1174,Wrong Item,718.88,2025-11-05
R006150,O0059735,P1384,Late Delivery,379.87,2024-09-07
R006151,O0059781,P0107,Wrong Item,1224.65,2025-06-13
R006152,O0059781,P0307,Late Delivery,782.81,2025-06-01
R006153,O0059863,P0740,Wrong Item,20.32,2024-02-02
R006154,O0059863,P0291,Defective,567.23,2024-01-28
R006155,O0059863,P0577,Wrong Item,529.09,2024-01-24
R006156,O0059863,P0189,Wrong Item,624.23,2024-01-23
R006157,O0059863,P1335,Late Delivery,178.81,2024-01-22
R006158,O0059900,P1441,Wrong Item,1167.37,2026-08-03
R006159,O0059900,P1031,Changed Mind,284.7,2026-07-23
R006160,O0059900,P1388,Wrong Item,1185.15,2026-07-31
R006161,O0059911,P0319,Wrong Item,582.78,2024-01-11
R006162,O0059911,P0254,Wrong Item,135.79,2024-01-26
R006163,O0059917,P1255,Changed Mind,295.42,2025-01-24
R006164,O0059917,P1296,Wrong Item,634.87,2025-01-27
R006165,O0059917,P0009,Defective,771.05,2025-02-02
R006166,O0059920,P0918,Changed Mind,782.39,2026-01-09
R006167,O0059934,P0879,Defective,1358.06,2026-01-16
R006168,O0059937,P0173,Late Delivery,1241.48,2026-06-03
R006169,O0059937,P1364,Wrong Item,2357.92,2026-06-13
R006170,O0059946,P0236,Late Delivery,1026.2,2026-06-07
R006171,O0059961,P1324,Defective,510.23,2025-04-18
R006172,O0059961,P0552,Late Delivery,246.89,2025-04-09
R006173,O0059961,P0004,Changed Mind,1072.13,2025-04-06
R006174,O0060012,P0026,Late Delivery,1180.79,2024-04-29
R006175,O0060035,P0221,Wrong Item,850.01,2025-06-24
R006176,O0060035,P1372,Late Delivery,1387.98,2025-06-27
R006177,O0060078,P1274,Wrong Item,1537.53,2026-05-19
R006178,O0060078,P1073,Changed Mind,897.83,2026-05-18
R006179,O0060078,P1245,Changed Mind,828.51,2026-05-26
R006180,O0060081,P1322,Late Delivery,527.55,2025-03-23
R006181,O0060081,P0085,Late Delivery,946.94,2025-03-21
R006182,O0060081,P1210,Wrong Item,754.5,2025-04-04
R006183,O0060105,P1370,Wrong Item,2498.39,2024-08-12
R006184,O0060114,P0235,Changed Mind,1154.08,2024-03-04
R006185,O0060114,P1453,Late Delivery,1645.95,2024-03-14
R006186,O0060114,P1258,Defective,947.18,2024-02-28
R006187,O0060114,P0101,Changed Mind,75.57,2024-03-02
R006188,O0060123,P1424,Late Delivery,861.42,2024-05-25
R006189,O0060124,P0128,Defective,1119.58,2024-01-20
R006190,O0060124,P1007,Defective,426.92,2024-01-12
R006191,O0060124,P1309,Changed Mind,2449.49,2024-01-13
R006192,O0060147,P1309,Changed Mind,2673.48,2025-02-07
R006193,O0060147,P0378,Wrong Item,296.86,2025-02-11
R006194,O0060147,P0633,Wrong Item,87.12,2025-01-31
R006195,O0060147,P1427,Late Delivery,709.14,2025-01-28
R006196,O0060148,P0628,Defective,183.49,2025-06-12
R006197,O0060153,P1366,Changed Mind,85.33,2024-07-13
R006198,O0060160,P0879,Changed Mind,1109.03,2025-10-28
R006199,O0060171,P0976,Defective,516.99,2025-06-05
R006200,O0060171,P1201,Defective,89.31,2025-06-07
R006201,O0060186,P0454,Defective,3407.92,2026-08-24
R006202,O0060193,P0928,Defective,1289.08,2026-06-12
R006203,O0060194,P0978,Defective,1669.17,2025-03-08
R006204,O0060200,P1292,Defective,342.17,2024-02-24
R006205,O0060200,P0565,Wrong Item,398.56,2024-02-22
R006206,O0060210,P1199,Changed Mind,471.2,2026-03-03
R006207,O0060217,P0729,Late Delivery,2321.66,2025-01-02
R006208,O0060252,P1173,Defective,660.7,2024-07-23
R006209,O0060266,P1444,Wrong Item,896.14,2026-02-18
R006210,O0060273,P1288,Wrong Item,1023.33,2025-10-26
R006211,O0060299,P1093,Changed Mind,684.79,2025-08-05
R006212,O0060299,P0581,Late Delivery,321.15,2025-08-16
R006213,O0060299,P0698,Defective,210.63,2025-08-05
R006214,O0060303,P1405,Late Delivery,914.57,2025-06-09
R006215,O0060303,P1101,Changed Mind,501.26,2025-05-25
R006216,O0060303,P0783,Defective,1175.05,2025-05-23
R006217,O0060316,P1195,Wrong Item,160.66,2025-01-28
R006218,O0060316,P0854,Late Delivery,1393.68,2025-01-13
R006219,O0060321,P0813,Defective,904.53,2024-12-01
R006220,O0060333,P0328,Wrong Item,928.13,2024-05-16
R006221,O0060333,P0265,Defective,1850.66,2024-05-17
R006222,O0060438,P1205,Wrong Item,1338.43,2025-03-15
R006223,O0060439,P0408,Late Delivery,1123.56,2024-08-05
R006224,O0060444,P0999,Defective,833.51,2024-06-19
R006225,O0060445,P1249,Changed Mind,630.55,2025-05-11
R006226,O0060445,P0952,Wrong Item,601.6,2025-05-11
R006227,O0060445,P1034,Changed Mind,1082.29,2025-04-30
R006228,O0060456,P0784,Defective,965.74,2025-01-22
R006229,O0060456,P0674,Changed Mind,1290.73,2025-01-20
R006230,O0060457,P0684,Defective,1179.12,2026-02-14
R006231,O0060484,P0788,Wrong Item,1414.29,2026-02-03
R006232,O0060507,P0143,Wrong Item,249.86,2024-10-20
R006233,O0060513,P0960,Late Delivery,1314.11,2026-04-27
R006234,O0060513,P0547,Wrong Item,1650.93,2026-04-29
R006235,O0060517,P0043,Defective,1825.9,2024-11-18
R006236,O0060517,P1327,Wrong Item,1265.33,2024-11-24
R006237,O0060517,P0608,Wrong Item,38.52,2024-12-01
R006238,O0060555,P1349,Wrong Item,1447.51,2024-03-24
R006239,O0060583,P0713,Late Delivery,463.23,2025-06-28
R006240,O0060583,P1447,Late Delivery,972.93,2025-06-28
R006241,O0060585,P0675,Defective,289.86,2025-12-28
R006242,O0060585,P1109,Wrong Item,2065.33,2026-01-08
R006243,O0060623,P0047,Wrong Item,251.6,2024-07-13
R006244,O0060623,P0137,Late Delivery,597.79,2024-07-04
R006245,O0060630,P0853,Wrong Item,980.24,2026-08-26
R006246,O0060638,P0608,Defective,36.79,2026-07-14
R006247,O0060638,P1011,Defective,1219.41,2026-07-19
R006248,O0060655,P0884,Defective,216.39,2025-02-03
R006249,O0060655,P0001,Changed Mind,2124.09,2025-02-01
R006250,O0060656,P0867,Defective,1072.82,2026-04-11
R006251,O0060677,P1339,Defective,446.08,2024-05-23
R006252,O0060680,P0333,Wrong Item,2344.29,2024-12-11
R006253,O0060706,P0249,Late Delivery,1787.93,2024-06-16
R006254,O0060706,P0352,Changed Mind,157.54,2024-06-09
R006255,O0060716,P0601,Wrong Item,877.54,2024-11-14
R006256,O0060716,P1323,Late Delivery,1924.15,2024-11-20
R006257,O0060716,P1074,Late Delivery,505.72,2024-11-12
R006258,O0060752,P0994,Wrong Item,1045.33,2024-06-19
R006259,O0060764,P0667,Changed Mind,169.72,2025-03-02
R006260,O0060764,P0636,Wrong Item,2493.99,2025-03-16
R006261,O0060764,P0407,Defective,548.4,2025-03-12
R006262,O0060764,P1178,Late Delivery,576.69,2025-03-14
R006263,O0060771,P1251,Defective,424.66,2024-05-17
R006264,O0060799,P0270,Changed Mind,1219.91,2025-11-01
R006265,O0060799,P0545,Late Delivery,775.75,2025-11-12
R006266,O0060799,P0951,Late Delivery,541.23,2025-11-06
R006267,O0060805,P0178,Wrong Item,1375.79,2025-11-06
R006268,O0060805,P0957,Wrong Item,883.22,2025-11-01
R006269,O0060808,P0867,Changed Mind,971.58,2024-12-20
R006270,O0060886,P0933,Defective,1330.04,2025-10-17
R006271,O0060896,P1358,Changed Mind,2280.39,2024-10-24
R006272,O0060909,P0401,Changed Mind,1253.9,2024-10-23
R006273,O0060909,P1326,Defective,2217.42,2024-10-19
R006274,O0060938,P0715,Wrong Item,330.52,2025-12-21
R006275,O0060938,P0938,Wrong Item,757.32,2025-12-16
R006276,O0060948,P1436,Wrong Item,829.03,2026-02-24
R006277,O0060951,P0214,Defective,660.7,2025-12-20
R006278,O0060977,P0404,Wrong Item,455.63,2025-10-10
R006279,O0060977,P0085,Defective,1744.59,2025-10-16
R006280,O0060981,P1256,Late Delivery,806.96,2024-03-21
R006281,O0060994,P0692,Defective,149.12,2024-05-05
R006282,O0060994,P1431,Defective,489.14,2024-05-01
R006283,O0060994,P1460,Changed Mind,1071.54,2024-05-04
R006284,O0061040,P0115,Late Delivery,1433.08,2025-11-22
R006285,O0061041,P1224,Changed Mind,1149.28,2025-06-10
R006286,O0061045,P0439,Late Delivery,306.73,2025-03-05
R006287,O0061064,P0899,Wrong Item,647.3,2026-02-11
R006288,O0061064,P1248,Changed Mind,154.25,2026-02-26
R006289,O0061064,P0718,Changed Mind,199.4,2026-02-09
R006290,O0061080,P1202,Defective,786.13,2025-12-05
R006291,O0061095,P0076,Late Delivery,1413.02,2025-10-01
R006292,O0061095,P1321,Changed Mind,1755.1,2025-10-01
