order_id,customer_id,order_datetime,order_status,sales_channel,payment_method,item_count,gross_sales,net_sales,shipping_fee,order_total,delivery_days
O0065485,CUST24732,2025-07-05 02:43:54,Completed,Partner,UPI,1,1391.54,1231.51,99,1330.51,5
O0065486,CUST01370,2024-09-09 05:08:11,Completed,Email,COD,3,2715.43,2579.49,49,2628.49,4
O0065487,CUST04448,2025-08-09 02:18:56,Completed,Paid Search,Card,2,5075.8,4564.89,0,4564.89,6
O0065488,CUST20043,2025-07-30 11:50:19,Completed,Partner,NetBanking,1,1031.08,876.01,99,975.01,6
O0065489,CUST20593,2025-12-30 00:55:07,Completed,Organic,UPI,1,4235.55,3418.51,0,3418.51,6
O0065490,CUST06909,2024-10-12 05:35:40,Returned,Referral,COD,1,790.32,724.25,149,873.25,1
O0065491,CUST02625,2026-05-19 08:15:12,Completed,Organic,Card,1,599.26,412.11,99,511.11,5
O0065492,CUST06055,2026-04-29 11:04:09,Completed,Organic,UPI,1,1069.97,1020.11,49,1069.11,4
O0065493,CUST04549,2024-08-06 01:37:48,Pending,Partner,Card,2,530.15,457.39,79,536.39,6
O0065494,CUST01677,2024-08-15 06:27:28,Pending,Social,COD,2,2597.24,2403.33,49,2452.33,6
O0065495,CUST09319,2025-02-13 16:29:23,Completed,Paid Search,COD,2,1368.76,1194.86,79,1273.86,5
O0065496,CUST13656,2024-03-11 09:37:49,Completed,Partner,NetBanking,1,2398.74,2104.41,99,2203.41,7
O0065497,CUST22648,2024-03-22 02:31:29,Pending,Partner,Card,1,120.69,102.36,49,151.36,2
O0065498,CUST12361,2025-06-28 17:54:46,Completed,Referral,NetBanking,1,1082.29,970.6,49,1019.6,1
O0065499,CUST08407,2026-04-15 03:11:33,Returned,Social,Wallet,5,7313.9,6956.13,0,6956.13,3
O0065500,CUST02285,2025-02-04 19:49:54,Completed,Email,COD,1,1043.88,951.39,49,1000.39,6
O0065501,CUST01228,2026-02-19 20:45:08,Completed,Social,Card,1,299.63,275.72,149,424.72,5
O0065502,CUST03735,2024-12-26 07:51:25,Completed,Partner,NetBanking,3,1847.75,1654.89,0,1654.89,8
O0065503,CUST03130,2024-08-26 11:22:37,Completed,Social,UPI,3,8224.02,6934.9,0,6934.9,1
O0065504,CUST13201,2024-07-27 07:32:54,Completed,Paid Search,Card,3,2590.01,2302.99,0,2302.99,3
O0065505,CUST07946,2026-02-09 16:36:38,Completed,Partner,Wallet,2,1429.89,1311.72,149,1460.72,6
O0065506,CUST08024,2026-07-01 15:31:27,Completed,Partner,COD,1,1451.06,1396.79,49,1445.79,7
O0065507,CUST20028,2024-08-10 08:36:34,Completed,Paid Search,COD,3,2377.08,2204.03,49,2253.03,1
O0065508,CUST11542,2024-12-26 05:23:53,Completed,Social,Card,1,1407.75,1200.67,49,1249.67,4
O0065509,CUST19553,2025-07-06 02:06:18,Completed,Paid Search,Card,1,2235.44,2021.96,49,2070.96,3
O0065510,CUST16580,2026-08-06 14:22:47,Completed,Referral,UPI,1,1483.97,1196.97,149,1345.97,4
O0065511,CUST07095,2026-02-26 20:12:22,Completed,Paid Search,UPI,2,6151.51,5144.21,49,5193.21,1
O0065512,CUST04314,2025-07-15 10:30:18,Completed,Partner,Card,2,2260.78,2092.02,149,2241.02,5
O0065513,CUST24208,2025-06-26 14:31:28,Completed,Organic,Wallet,3,2573.61,2266.18,49,2315.18,6
O0065514,CUST03069,2025-10-06 03:56:22,Completed,Paid Search,NetBanking,1,33.39,31.23,0,31.23,5
O0065515,CUST18508,2025-09-14 12:35:05,Completed,Email,NetBanking,1,305.55,270.38,79,349.38,6
O0065516,CUST13271,2024-09-29 03:42:13,Completed,Organic,UPI,1,489.61,437.47,149,586.47,4
O0065517,CUST04644,2026-08-02 05:28:58,Completed,Email,Wallet,1,2115.86,2115.86,49,2164.86,4
O0065518,CUST15866,2025-10-31 14:54:21,Completed,Email,Wallet,4,8158.82,6997.55,149,7146.55,8
O0065519,CUST00434,2024-11-19 15:43:32,Cancelled,Organic,COD,3,4912.02,4584.16,149,4733.16,7
O0065520,CUST17059,2024-08-07 09:20:16,Completed,Social,NetBanking,2,1959.58,1543.23,149,1692.23,4
O0065521,CUST21672,2024-05-14 22:09:29,Completed,Social,NetBanking,1,1329.88,1329.88,0,1329.88,2
O0065522,CUST16172,2024-11-03 10:31:02,Completed,Referral,UPI,3,2863.16,2286.17,49,2335.17,9
O0065523,CUST07705,2025-03-16 03:18:48,Pending,Partner,NetBanking,2,3736.12,3667.37,149,3816.37,4
O0065524,CUST12664,2025-04-24 23:34:35,Completed,Social,COD,3,5453.1,4644.71,79,4723.71,1
O0065525,CUST24164,2024-08-08 18:38:34,Completed,Referral,UPI,2,3689.75,3251.5,79,3330.5,5
O0065526,CUST02651,2026-05-12 14:09:15,Pending,Email,COD,1,3875.52,3008.57,149,3157.57,6
O0065527,CUST24221,2026-07-15 10:31:56,Completed,Referral,Card,1,1068.38,1005.35,49,1054.35,1
O0065528,CUST11562,2024-03-06 12:37:09,Completed,Social,UPI,1,2352.7,2059.55,79,2138.55,4
O0065529,CUST24125,2025-01-05 02:14:48,Completed,Referral,Card,1,907.6,699.03,0,699.03,3
O0065530,CUST07860,2024-08-01 15:17:31,Completed,Organic,NetBanking,1,2651.7,2296.9,149,2445.9,5
O0065531,CUST01774,2025-04-22 03:15:13,Completed,Email,UPI,2,1678.62,1554.36,0,1554.36,6
O0065532,CUST07865,2024-02-13 07:33:25,Completed,Partner,NetBanking,2,2242.27,2035.11,99,2134.11,1
O0065533,CUST13911,2025-10-18 02:50:36,Completed,Paid Search,COD,1,490.75,445.16,49,494.16,2
O0065534,CUST04829,2026-08-13 04:25:37,Completed,Paid Search,COD,3,2221.54,2032.65,79,2111.65,6
O0065535,CUST05392,2024-06-09 01:10:45,Completed,Social,COD,1,336.32,302.52,99,401.52,5
O0065536,CUST05837,2024-07-28 20:12:56,Returned,Paid Search,UPI,3,5732.05,5586.15,79,5665.15,5
O0065537,CUST05770,2026-02-24 20:11:05,Completed,Organic,NetBanking,1,846.7,688.88,0,688.88,3
O0065538,CUST20798,2026-06-01 17:35:30,Completed,Organic,Wallet,1,1069.29,1000.11,79,1079.11,4
O0065539,CUST01257,2025-12-17 20:46:25,Completed,Social,COD,1,927.86,772.35,0,772.35,5
O0065540,CUST16996,2026-02-10 00:45:28,Completed,Partner,NetBanking,2,928.29,922.47,149,1071.47,4
O0065541,CUST19928,2026-08-24 04:37:13,Returned,Paid Search,NetBanking,1,1069.9,932.95,99,1031.95,2
O0065542,CUST08764,2025-10-30 06:04:09,Completed,Organic,Wallet,5,5389.88,4852.42,79,4931.42,5
O0065543,CUST15161,2025-02-11 21:12:41,Returned,Social,NetBanking,3,5369.07,4698.07,79,4777.07,6
O0065544,CUST01316,2025-07-17 10:29:34,Completed,Email,COD,1,775.24,731.98,0,731.98,7
O0065545,CUST11360,2025-04-28 15:00:10,Pending,Organic,COD,1,924.94,794.8,79,873.8,5
O0065546,CUST22755,2024-10-09 14:13:41,Completed,Partner,COD,1,2240.48,1920.09,49,1969.09,3
O0065547,CUST19064,2024-09-10 05:19:39,Returned,Partner,COD,1,223.52,202.24,49,251.24,6
O0065548,CUST13424,2026-03-21 01:12:55,Completed,Social,UPI,1,579.58,526.66,79,605.66,7
O0065549,CUST12294,2025-09-23 21:44:58,Completed,Partner,NetBanking,3,2280.53,2235.99,49,2284.99,2
O0065550,CUST06898,2024-03-09 10:11:48,Completed,Social,COD,3,3140.65,2624.34,79,2703.34,4
O0065551,CUST11402,2026-03-14 20:03:05,Completed,Referral,NetBanking,2,1073.35,1012.86,79,1091.86,7
O0065552,CUST13031,2026-01-28 13:26:43,Completed,Partner,UPI,4,4155.35,3578.98,99,3677.98,5
O0065553,CUST00619,2024-09-21 17:27:23,Completed,Referral,COD,3,5500.91,4677.27,99,4776.27,6
O0065554,CUST14441,2025-07-16 19:28:52,Pending,Email,Card,2,3402.39,2844.12,0,2844.12,4
O0065555,CUST10758,2026-08-07 06:42:09,Completed,Social,NetBanking,4,6515.58,6123.69,0,6123.69,7
O0065556,CUST08446,2025-01-30 21:31:20,Completed,Paid Search,UPI,1,1475.38,1308.51,149,1457.51,1
O0065557,CUST12696,2025-10-04 02:45:53,Completed,Referral,UPI,3,2701.37,2340.55,79,2419.55,3
O0065558,CUST04875,2026-01-15 20:01:46,Returned,Email,NetBanking,2,2034.91,1720.46,79,1799.46,4
O0065559,CUST07391,2026-03-18 07:16:04,Completed,Partner,Wallet,3,4065.77,3459.63,149,3608.63,6
O0065560,CUST19947,2025-09-01 14:07:23,Completed,Paid Search,NetBanking,1,2843.0,2231.19,0,2231.19,4
O0065561,CUST17683,2024-08-10 08:54:42,Returned,Referral,NetBanking,1,723.06,634.12,79,713.12,3
O0065562,CUST02363,2025-11-21 00:49:46,Completed,Email,Card,1,277.23,247.4,79,326.4,2
O0065563,CUST16220,2026-03-12 22:39:54,Completed,Organic,Wallet,1,948.78,889.96,99,988.96,7
O0065564,CUST00896,2025-11-12 01:33:36,Completed,Partner,COD,1,757.08,701.43,49,750.43,1
O0065565,CUST02156,2026-07-31 14:36:35,Completed,Referral,COD,1,347.57,277.33,79,356.33,1
O0065566,CUST01542,2024-03-22 01:22:37,Completed,Partner,Wallet,2,1168.21,1134.38,79,1213.38,5
O0065567,CUST14503,2026-08-04 05:10:15,Completed,Organic,COD,2,1960.26,1845.62,99,1944.62,1
O0065568,CUST05295,2024-08-23 20:23:12,Completed,Social,COD,1,2266.53,1812.77,49,1861.77,4
O0065569,CUST17465,2024-01-25 11:10:07,Completed,Paid Search,NetBanking,3,4684.23,4116.69,0,4116.69,5
O0065570,CUST03014,2026-05-22 02:01:14,Completed,Partner,Card,4,3662.03,3192.0,0,3192.0,5
O0065571,CUST16422,2025-04-02 17:24:44,Completed,Organic,Card,1,517.0,491.1,149,640.1,3
O0065572,CUST19071,2024-08-07 16:41:09,Completed,Referral,Wallet,1,1440.85,1205.7,99,1304.7,4
O0065573,CUST23579,2026-03-29 09:29:30,Cancelled,Partner,NetBanking,2,2851.9,2599.15,99,2698.15,3
O0065574,CUST05605,2024-10-02 21:38:03,Cancelled,Email,COD,3,4057.29,3267.79,99,3366.79,2
O0065575,CUST24908,2024-05-12 14:16:39,Completed,Organic,COD,3,4915.09,3951.5,149,4100.5,6
O0065576,CUST20830,2026-03-23 08:25:22,Completed,Organic,Wallet,3,1435.26,1227.94,0,1227.94,3
O0065577,CUST02900,2025-02-22 08:44:48,Completed,Organic,NetBanking,1,809.28,708.61,49,757.61,5
O0065578,CUST12839,2025-05-23 11:32:21,Cancelled,Organic,COD,1,1115.15,1024.6,49,1073.6,5
O0065579,CUST18112,2026-05-28 04:21:06,Completed,Email,Wallet,1,464.72,374.66,49,423.66,7
O0065580,CUST20449,2025-12-18 17:22:28,Completed,Partner,Wallet,2,1681.27,1341.22,0,1341.22,3
O0065581,CUST06298,2025-01-03 05:15:21,Completed,Referral,Wallet,3,1872.6,1671.44,49,1720.44,3
O0065582,CUST17604,2024-04-16 14:22:08,Completed,Social,Wallet,1,909.3,817.19,49,866.19,8
O0065583,CUST21544,2026-01-12 06:00:26,Completed,Paid Search,COD,2,1782.79,1541.89,0,1541.89,3
O0065584,CUST00392,2025-12-07 13:27:27,Completed,Organic,Wallet,2,940.77,795.09,79,874.09,2
O0065585,CUST16412,2025-08-27 18:39:18,Completed,Referral,UPI,1,601.25,585.98,99,684.98,4
O0065586,CUST01064,2025-03-14 21:08:43,Completed,Referral,COD,2,1533.28,1359.96,49,1408.96,5
O0065587,CUST05527,2024-01-25 06:57:41,Completed,Organic,COD,1,62.44,59.79,149,208.79,2
O0065588,CUST12453,2025-01-15 20:40:09,Completed,Email,Wallet,2,3044.84,2610.37,79,2689.37,5
O0065589,CUST16837,2024-04-18 17:29:29,Completed,Partner,Card,3,4045.2,3303.95,99,3402.95,6
O0065590,CUST01937,2024-07-18 16:19:55,Completed,Referral,NetBanking,1,1484.17,1365.29,149,1514.29,1
O0065591,CUST21931,2026-01-17 00:16:05,Pending,Referral,COD,4,2051.65,1749.37,149,1898.37,6
O0065592,CUST21318,2026-03-20 18:51:27,Completed,Social,COD,2,1704.53,1483.79,99,1582.79,5
O0065593,CUST09942,2024-10-21 17:54:55,Completed,Email,COD,1,979.92,884.87,49,933.87,3
O0065594,CUST11938,2025-08-30 14:13:53,Completed,Partner,UPI,1,957.19,873.44,79,952.44,6
O0065595,CUST12214,2026-07-26 08:35:45,Completed,Paid Search,COD,2,1731.92,1618.91,149,1767.91,6
O0065596,CUST24955,2026-02-13 12:27:39,Completed,Referral,Card,2,1613.79,1436.45,0,1436.45,2
O0065597,CUST13296,2024-06-27 22:42:21,Returned,Organic,Card,1,615.0,513.77,99,612.77,1
O0065598,CUST13603,2026-04-27 03:49:44,Cancelled,Organic,UPI,1,3731.76,3705.64,0,3705.64,4
O0065599,CUST22004,2026-01-30 21:32:33,Completed,Organic,NetBanking,1,734.75,724.39,0,724.39,2
O0065600,CUST13984,2024-01-07 03:40:43,Completed,Partner,UPI,1,531.92,482.61,149,631.61,3
O0065601,CUST19849,2025-12-16 16:28:25,Completed,Paid Search,NetBanking,1,684.04,666.12,79,745.12,5
O0065602,CUST20048,2025-02-17 12:28:38,Completed,Paid Search,NetBanking,2,3470.1,3024.88,0,3024.88,5
O0065603,CUST16224,2024-04-21 11:28:53,Completed,Partner,Wallet,4,3370.27,2997.34,0,2997.34,5
O0065604,CUST14784,2025-03-27 03:45:18,Cancelled,Organic,UPI,1,2281.1,1872.33,49,1921.33,2
O0065605,CUST24705,2025-02-05 07:37:25,Cancelled,Email,NetBanking,1,1383.42,1291.01,149,1440.01,4
O0065606,CUST10071,2026-08-12 13:50:23,Completed,Organic,COD,3,1709.48,1375.79,99,1474.79,5
O0065607,CUST10271,2025-07-16 02:26:17,Completed,Paid Search,COD,1,1234.54,1111.95,49,1160.95,4
O0065608,CUST04880,2024-06-28 08:30:35,Cancelled,Email,NetBanking,4,1749.66,1404.31,99,1503.31,5
O0065609,CUST23429,2025-08-24 05:10:30,Completed,Partner,UPI,1,1174.37,1078.89,0,1078.89,6
O0065610,CUST07404,2026-05-12 05:24:24,Completed,Referral,Card,2,824.68,705.87,149,854.87,5
O0065611,CUST20450,2024-10-15 17:04:42,Completed,Partner,UPI,2,1663.95,1537.57,0,1537.57,2
O0065612,CUST10653,2024-07-10 14:10:00,Completed,Organic,COD,2,6185.37,5572.23,79,5651.23,5
O0065613,CUST12476,2025-06-16 05:48:44,Completed,Email,NetBanking,1,707.74,657.42,99,756.42,6
O0065614,CUST00508,2026-06-16 02:12:58,Completed,Paid Search,Card,1,551.21,448.96,79,527.96,3
O0065615,CUST22326,2026-05-25 17:28:38,Completed,Organic,COD,1,972.48,811.24,149,960.24,2
O0065616,CUST01409,2025-10-01 06:28:54,Completed,Email,NetBanking,1,532.96,418.48,79,497.48,3
O0065617,CUST03278,2026-04-02 15:08:50,Completed,Referral,COD,1,887.16,838.37,149,987.37,5
O0065618,CUST23564,2025-10-25 01:50:19,Completed,Organic,COD,1,259.49,233.64,49,282.64,1
O0065619,CUST12222,2024-11-21 02:36:21,Completed,Social,Wallet,1,709.59,658.78,149,807.78,3
O0065620,CUST15849,2025-04-01 03:04:43,Completed,Organic,COD,1,423.35,408.74,149,557.74,5
O0065621,CUST23010,2024-04-10 01:38:16,Completed,Organic,Wallet,2,1890.34,1699.49,99,1798.49,6
O0065622,CUST06240,2024-05-07 13:16:26,Completed,Email,Card,3,3660.29,2987.59,49,3036.59,7
O0065623,CUST16638,2024-12-28 02:43:38,Pending,Email,UPI,4,5565.82,5289.93,149,5438.93,5
O0065624,CUST03369,2026-08-18 02:11:10,Completed,Social,NetBanking,2,644.28,559.71,49,608.71,3
O0065625,CUST13569,2024-09-28 03:58:48,Cancelled,Organic,COD,1,2494.7,2290.38,0,2290.38,5
O0065626,CUST17838,2024-04-04 03:55:48,Returned,Social,Card,1,89.31,77.43,149,226.43,4
O0065627,CUST22128,2025-10-15 20:47:02,Pending,Organic,Card,1,1240.15,1138.21,99,1237.21,2
O0065628,CUST01284,2025-09-27 02:10:41,Returned,Email,COD,2,1663.76,1474.01,99,1573.01,6
O0065629,CUST00239,2024-11-06 21:06:11,Completed,Organic,Card,3,5487.31,5072.31,99,5171.31,5
O0065630,CUST03180,2024-10-27 12:33:48,Pending,Paid Search,UPI,2,1225.51,1212.9,149,1361.9,4
O0065631,CUST13701,2024-08-03 17:50:39,Completed,Email,NetBanking,1,424.07,364.62,149,513.62,4
O0065632,CUST24315,2025-10-21 01:49:05,Completed,Partner,UPI,4,6476.89,5851.05,79,5930.05,2
O0065633,CUST21658,2024-08-09 13:51:18,Completed,Email,UPI,2,3793.57,3275.74,99,3374.74,2
O0065634,CUST19794,2024-10-31 02:55:58,Completed,Email,UPI,2,981.95,795.98,79,874.98,5
O0065635,CUST18980,2025-01-07 00:24:56,Completed,Organic,NetBanking,3,2401.48,2147.77,149,2296.77,8
O0065636,CUST09674,2024-06-26 11:24:45,Completed,Paid Search,Card,4,3337.96,2904.9,49,2953.9,5
O0065637,CUST01539,2024-09-20 10:41:00,Completed,Social,Card,1,470.4,413.43,79,492.43,4
O0065638,CUST03820,2024-04-03 01:23:13,Completed,Referral,Wallet,2,752.9,721.27,99,820.27,8
O0065639,CUST08717,2024-09-04 07:23:22,Completed,Referral,COD,1,919.13,815.08,0,815.08,4
O0065640,CUST06090,2026-07-03 09:55:11,Completed,Social,UPI,2,1701.0,1479.93,99,1578.93,2
O0065641,CUST16128,2024-01-15 14:57:27,Completed,Social,NetBanking,1,183.6,150.46,99,249.46,2
O0065642,CUST12134,2024-06-03 21:42:52,Returned,Organic,Wallet,3,1361.6,1112.71,49,1161.71,3
O0065643,CUST18065,2024-10-31 05:45:21,Completed,Partner,NetBanking,1,1939.0,1856.98,79,1935.98,3
O0065644,CUST24877,2026-03-31 12:30:58,Completed,Referral,Wallet,1,1387.98,1304.7,79,1383.7,3
O0065645,CUST16759,2024-02-21 23:15:12,Completed,Social,Card,1,1100.23,895.92,0,895.92,3
O0065646,CUST21357,2024-02-05 14:17:08,Completed,Referral,UPI,1,1777.68,1642.75,0,1642.75,1
O0065647,CUST07755,2025-05-18 17:20:50,Completed,Partner,UPI,4,3711.77,3291.74,0,3291.74,7
O0065648,CUST15684,2024-12-08 12:21:00,Completed,Referral,NetBanking,1,690.34,625.17,79,704.17,6
O0065649,CUST08387,2025-07-28 10:57:55,Returned,Referral,NetBanking,1,774.12,608.54,49,657.54,4
O0065650,CUST16167,2024-03-15 09:51:51,Returned,Organic,Card,3,2156.34,2018.58,0,2018.58,2
O0065651,CUST17471,2026-05-26 10:33:42,Completed,Partner,NetBanking,3,3587.81,3210.08,79,3289.08,4
O0065652,CUST01191,2025-09-10 20:43:33,Completed,Organic,UPI,2,4620.49,4342.43,49,4391.43,1
O0065653,CUST05710,2026-06-04 00:26:51,Returned,Referral,Wallet,3,865.99,779.7,49,828.7,3
O0065654,CUST24655,2024-06-13 08:34:33,Completed,Referral,Wallet,2,459.78,409.55,0,409.55,4
O0065655,CUST11840,2024-05-23 05:25:39,Completed,Referral,NetBanking,1,1372.92,1329.54,49,1378.54,5
O0065656,CUST11608,2024-11-02 01:18:55,Pending,Organic,UPI,3,1795.0,1608.35,149,1757.35,1
O0065657,CUST22812,2025-10-18 05:37:01,Completed,Social,Wallet,2,2255.65,2074.68,149,2223.68,6
O0065658,CUST22073,2025-02-16 10:37:29,Completed,Referral,UPI,1,1007.97,829.56,79,908.56,7
O0065659,CUST01356,2024-10-13 09:09:37,Completed,Paid Search,Card,3,3481.15,3084.28,49,3133.28,2
O0065660,CUST02161,2024-05-17 19:13:21,Completed,Organic,Card,3,3487.95,3051.27,149,3200.27,2
O0065661,CUST20087,2024-09-14 06:02:53,Completed,Email,COD,4,8706.08,7453.26,99,7552.26,7
O0065662,CUST20933,2026-03-05 09:18:21,Completed,Referral,COD,1,972.77,850.98,149,999.98,7
O0065663,CUST14044,2026-03-28 01:22:03,Completed,Email,Card,1,269.39,212.55,49,261.55,6
O0065664,CUST20871,2024-02-11 00:58:26,Completed,Email,UPI,1,427.05,427.05,0,427.05,6
O0065665,CUST09416,2024-11-02 06:01:38,Completed,Paid Search,Wallet,2,1350.39,1242.85,149,1391.85,2
O0065666,CUST19389,2026-05-27 04:36:26,Cancelled,Paid Search,UPI,1,436.62,366.5,99,465.5,3
O0065667,CUST21035,2024-06-15 19:48:02,Completed,Partner,NetBanking,1,1240.69,994.04,79,1073.04,12
O0065668,CUST21157,2024-10-31 19:44:58,Completed,Paid Search,COD,1,60.63,52.48,99,151.48,3
O0065669,CUST10981,2025-01-27 12:33:57,Completed,Email,Card,1,1147.23,993.04,0,993.04,4
O0065670,CUST14085,2024-12-05 06:19:31,Completed,Email,COD,1,2284.16,1949.99,79,2028.99,3
O0065671,CUST14510,2026-06-15 20:43:13,Completed,Email,COD,4,2565.05,2260.47,49,2309.47,3
O0065672,CUST11246,2024-03-22 11:17:11,Completed,Partner,Wallet,2,1195.11,1063.52,79,1142.52,3
O0065673,CUST06067,2026-06-13 21:24:19,Cancelled,Partner,Wallet,2,868.56,776.6,99,875.6,3
O0065674,CUST10642,2026-08-03 17:54:45,Completed,Email,Wallet,1,816.1,637.54,99,736.54,2
O0065675,CUST15537,2024-09-01 14:25:45,Completed,Referral,UPI,3,2842.37,2384.54,49,2433.54,4
O0065676,CUST08386,2025-05-11 06:47:33,Pending,Social,Card,2,3688.21,3336.14,0,3336.14,4
O0065677,CUST19646,2026-03-10 08:27:50,Completed,Social,UPI,4,4059.99,3299.65,149,3448.65,2
O0065678,CUST11091,2025-03-23 23:28:47,Completed,Social,UPI,1,1301.15,1265.11,79,1344.11,5
O0065679,CUST08286,2025-05-09 19:05:49,Completed,Organic,Wallet,4,3421.38,2901.51,99,3000.51,2
O0065680,CUST22360,2025-10-07 15:42:38,Returned,Organic,Card,2,3524.69,3251.92,0,3251.92,6
O0065681,CUST07052,2024-08-06 21:08:36,Completed,Organic,COD,1,2721.36,2219.27,49,2268.27,7
O0065682,CUST02095,2025-12-24 11:07:48,Completed,Referral,UPI,4,1593.92,1356.86,149,1505.86,2
O0065683,CUST18244,2024-12-03 20:06:08,Completed,Organic,Wallet,1,540.89,517.85,99,616.85,5
O0065684,CUST24972,2024-06-16 20:30:29,Completed,Paid Search,UPI,3,2291.33,2091.43,99,2190.43,3
O0065685,CUST08808,2025-06-11 09:49:09,Completed,Organic,Wallet,1,1346.42,1346.42,99,1445.42,3
O0065686,CUST02380,2025-10-18 09:35:11,Cancelled,Email,Wallet,2,758.47,608.6,0,608.6,7
O0065687,CUST18760,2025-04-19 19:36:40,Completed,Organic,NetBanking,1,1116.76,969.12,49,1018.12,5
O0065688,CUST04287,2026-08-28 13:55:20,Completed,Referral,COD,2,1131.85,996.43,79,1075.43,4
O0065689,CUST23846,2024-10-02 10:47:34,Completed,Email,Card,1,540.89,540.89,49,589.89,2
O0065690,CUST01241,2025-09-26 04:46:11,Completed,Email,COD,2,393.06,380.2,79,459.2,5
O0065691,CUST02073,2024-12-11 13:53:11,Completed,Referral,Card,4,3239.04,2860.15,0,2860.15,6
O0065692,CUST05554,2026-04-05 15:16:56,Completed,Referral,Wallet,1,155.22,130.96,79,209.96,5
O0065693,CUST16737,2026-02-02 08:14:58,Returned,Partner,NetBanking,2,5726.27,5232.43,99,5331.43,4
O0065694,CUST19565,2024-01-22 08:22:14,Completed,Social,UPI,3,1676.5,1464.72,49,1513.72,1
O0065695,CUST12277,2025-08-05 11:34:20,Returned,Paid Search,Wallet,4,2501.12,2073.2,49,2122.2,2
O0065696,CUST04438,2024-04-08 15:24:01,Completed,Social,NetBanking,5,5394.42,4933.46,0,4933.46,4
O0065697,CUST19730,2024-11-10 03:27:53,Completed,Social,UPI,1,1437.15,1251.04,99,1350.04,7
O0065698,CUST00485,2024-07-21 09:46:47,Returned,Social,COD,1,310.39,293.04,99,392.04,2
O0065699,CUST06964,2025-06-02 04:49:21,Pending,Referral,COD,1,419.83,362.48,79,441.48,7
O0065700,CUST22213,2025-12-28 17:28:17,Completed,Organic,UPI,3,2781.14,2683.4,99,2782.4,3
O0065701,CUST20956,2025-11-03 12:59:19,Completed,Social,COD,2,1233.7,1126.3,99,1225.3,6
O0065702,CUST10931,2025-01-10 12:53:37,Completed,Organic,Wallet,2,5072.6,4448.66,99,4547.66,3
O0065703,CUST09458,2024-02-27 12:56:17,Completed,Social,COD,2,1239.38,1086.83,49,1135.83,2
O0065704,CUST24280,2024-12-07 06:51:57,Completed,Partner,Card,1,488.62,429.11,99,528.11,2
O0065705,CUST17496,2025-01-01 07:52:27,Completed,Partner,NetBanking,3,3299.57,2856.94,49,2905.94,2
O0065706,CUST03270,2024-03-03 19:34:20,Completed,Referral,UPI,2,2039.83,1765.05,0,1765.05,2
O0065707,CUST16237,2024-03-09 14:07:08,Completed,Email,NetBanking,3,4782.83,4282.53,0,4282.53,5
O0065708,CUST10377,2025-06-19 05:25:57,Completed,Organic,COD,3,4815.63,4068.17,49,4117.17,5
O0065709,CUST06613,2024-08-07 05:55:33,Completed,Partner,UPI,1,119.18,105.74,49,154.74,1
O0065710,CUST13817,2025-07-11 13:56:09,Completed,Referral,COD,1,925.82,706.59,149,855.59,3
O0065711,CUST01652,2026-03-15 04:45:06,Completed,Email,Wallet,1,1428.58,1318.58,79,1397.58,1
O0065712,CUST11055,2026-03-30 23:08:39,Completed,Referral,UPI,1,800.16,769.11,99,868.11,5
O0065713,CUST09715,2025-08-04 10:16:01,Completed,Referral,Wallet,1,1875.34,1737.69,99,1836.69,6
O0065714,CUST06207,2024-10-03 10:26:24,Completed,Organic,COD,1,1409.85,1157.49,99,1256.49,4
O0065715,CUST04601,2026-03-09 20:00:45,Completed,Social,Wallet,2,912.61,712.58,79,791.58,5
O0065716,CUST05943,2025-03-16 01:18:54,Completed,Social,UPI,1,1436.43,1198.41,149,1347.41,1
O0065717,CUST00024,2026-06-27 00:36:48,Completed,Organic,UPI,1,763.1,709.0,99,808.0,3
O0065718,CUST12513,2026-03-31 11:08:48,Completed,Paid Search,Card,1,2043.8,1721.7,149,1870.7,1
O0065719,CUST17731,2024-04-13 09:04:52,Completed,Email,UPI,2,1589.79,1411.66,149,1560.66,6
O0065720,CUST13803,2025-09-28 02:29:24,Completed,Paid Search,NetBanking,2,7186.89,6266.26,99,6365.26,5
O0065721,CUST08061,2025-05-06 16:02:55,Completed,Organic,UPI,1,187.19,177.7,149,326.7,5
O0065722,CUST15544,2026-02-07 02:50:19,Completed,Paid Search,UPI,2,1445.08,1435.99,0,1435.99,5
O0065723,CUST04364,2025-09-06 10:58:30,Completed,Partner,Card,1,686.46,580.81,99,679.81,4
O0065724,CUST18603,2025-09-20 09:41:03,Completed,Partner,Card,1,997.1,822.41,79,901.41,7
O0065725,CUST00719,2025-11-11 10:25:03,Completed,Email,COD,2,2562.02,2470.17,0,2470.17,4
O0065726,CUST06528,2024-06-02 02:22:02,Completed,Organic,Wallet,1,116.25,112.8,0,112.8,3
O0065727,CUST20280,2025-05-04 08:35:07,Completed,Social,NetBanking,2,5514.4,4766.03,0,4766.03,5
O0065728,CUST17072,2024-06-22 04:23:47,Completed,Organic,Wallet,1,1733.46,1327.83,49,1376.83,5
O0065729,CUST06317,2024-04-16 08:20:20,Completed,Social,Wallet,1,2334.58,2025.25,99,2124.25,3
O0065730,CUST18283,2024-08-28 10:18:07,Completed,Organic,COD,3,7242.91,6056.93,149,6205.93,2
O0065731,CUST14522,2024-06-01 14:28:15,Completed,Referral,COD,3,2685.76,2426.46,0,2426.46,8
O0065732,CUST13301,2024-04-29 23:47:39,Completed,Partner,UPI,3,1682.11,1556.02,49,1605.02,7
