campaign_touch_id,customer_id,touch_date,campaign_name,touch_channel,delivered,opened,clicked,converted,spend
CAMP18131,CUST20491,2026-05-22T00:00:00,Retention Plus,Push,0,0,0,0,3.92
CAMP18132,CUST05351,2025-09-25T00:00:00,Festive Burst,Push,1,0,0,0,3.54
CAMP18133,CUST12264,2025-01-26T00:00:00,Cross-Sell Boost,Push,1,1,1,0,6.8
CAMP18134,CUST08236,2024-11-15T00:00:00,Festive Burst,Push,1,0,0,0,5.01
CAMP18135,CUST20234,2024-07-19T00:00:00,Festive Burst,Email,1,0,0,0,4.79
CAMP18136,CUST13247,2026-04-03T00:00:00,Festive Burst,SMS,1,0,0,0,1.25
CAMP18137,CUST06589,2024-05-11T00:00:00,Summer Sale,Email,0,0,0,0,4.05
CAMP18138,CUST23765,2025-05-21T00:00:00,Cross-Sell Boost,Push,1,0,0,0,5.53
CAMP18139,CUST24156,2026-05-21T00:00:00,Summer Sale,SMS,1,0,0,0,3.9
CAMP18140,CUST05860,2025-08-07T00:00:00,Winback,Push,1,1,1,0,6.91
CAMP18141,CUST09611,2026-03-13T00:00:00,Summer Sale,SMS,1,0,0,0,3.37
CAMP18142,CUST06786,2024-10-01T00:00:00,Cross-Sell Boost,Email,1,0,0,0,5.96
CAMP18143,CUST07070,2025-10-30T00:00:00,Retention Plus,Ads,1,0,0,0,6.19
CAMP18144,CUST12711,2024-07-08T00:00:00,Summer Sale,SMS,1,0,0,0,3.4
CAMP18145,CUST24346,2024-05-12T00:00:00,Summer Sale,SMS,1,1,1,0,7.47
CAMP18146,CUST08116,2024-05-04T00:00:00,Summer Sale,Push,1,0,0,0,5.24
CAMP18147,CUST14672,2026-06-19T00:00:00,Summer Sale,Push,1,0,0,0,4.82
CAMP18148,CUST24541,2024-03-18T00:00:00,Cross-Sell Boost,Push,1,0,0,0,2.35
CAMP18149,CUST09423,2024-04-02T00:00:00,Winback,Email,1,1,0,0,6.52
CAMP18150,CUST06030,2026-05-27T00:00:00,Festive Burst,Ads,1,0,0,0,2.06
CAMP18151,CUST21568,2024-03-05T00:00:00,Winback,SMS,1,0,0,0,1.42
CAMP18152,CUST07907,2026-07-22T00:00:00,Retention Plus,Push,1,0,0,0,4.34
CAMP18153,CUST00417,2026-07-23T00:00:00,Summer Sale,Ads,1,1,0,0,4.45
CAMP18154,CUST13368,2025-01-23T00:00:00,Winback,Email,1,0,0,0,2.84
CAMP18155,CUST10024,2026-02-11T00:00:00,Winback,Email,1,0,0,0,1.49
CAMP18156,CUST09591,2025-06-27T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,6.5
CAMP18157,CUST10626,2026-05-18T00:00:00,Winback,SMS,1,0,0,0,4.39
CAMP18158,CUST06890,2024-10-18T00:00:00,Festive Burst,Ads,1,0,0,0,4.45
CAMP18159,CUST05426,2026-05-10T00:00:00,Spring Growth,Email,1,0,0,0,5.87
CAMP18160,CUST01428,2024-06-04T00:00:00,Summer Sale,Ads,1,0,0,0,2.48
CAMP18161,CUST01152,2024-11-18T00:00:00,Summer Sale,SMS,1,0,0,0,7.27
CAMP18162,CUST12350,2026-06-15T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,3.77
CAMP18163,CUST09646,2025-11-25T00:00:00,Winback,Push,1,1,1,0,3.14
CAMP18164,CUST22088,2025-09-23T00:00:00,Winback,Email,1,1,1,0,0.86
CAMP18165,CUST14112,2024-08-20T00:00:00,Winback,Ads,1,0,0,0,3.76
CAMP18166,CUST23024,2024-07-13T00:00:00,Retention Plus,Ads,0,0,0,0,1.56
CAMP18167,CUST17978,2024-07-12T00:00:00,Festive Burst,Email,1,0,0,0,5.03
CAMP18168,CUST03359,2024-07-28T00:00:00,Summer Sale,Ads,1,0,0,0,0.71
CAMP18169,CUST00450,2026-07-13T00:00:00,Festive Burst,Email,1,1,0,0,6.61
CAMP18170,CUST23374,2024-12-29T00:00:00,Festive Burst,Email,1,1,0,0,3.34
CAMP18171,CUST16339,2024-04-06T00:00:00,Summer Sale,Email,1,0,0,0,1.46
CAMP18172,CUST00545,2026-01-09T00:00:00,Retention Plus,Push,1,0,0,0,2.77
CAMP18173,CUST04977,2025-02-13T00:00:00,Cross-Sell Boost,Push,1,1,1,0,5.81
CAMP18174,CUST21570,2026-07-12T00:00:00,Retention Plus,Email,1,0,0,0,6.81
CAMP18175,CUST21846,2026-02-26T00:00:00,Festive Burst,SMS,1,0,0,0,6.87
CAMP18176,CUST24725,2026-01-20T00:00:00,Spring Growth,Push,1,0,0,0,5.36
CAMP18177,CUST04081,2024-11-23T00:00:00,Summer Sale,Ads,1,0,0,0,1.21
CAMP18178,CUST23056,2024-09-19T00:00:00,Festive Burst,Email,1,1,0,0,0.98
CAMP18179,CUST14069,2024-06-07T00:00:00,Winback,SMS,1,0,0,0,6.98
CAMP18180,CUST23066,2025-01-21T00:00:00,Summer Sale,Ads,1,0,0,0,0.36
CAMP18181,CUST24589,2025-08-14T00:00:00,Spring Growth,Email,1,1,1,0,3.91
CAMP18182,CUST04924,2025-04-18T00:00:00,Festive Burst,Email,1,1,1,0,2.06
CAMP18183,CUST18968,2026-08-21T00:00:00,Retention Plus,Ads,1,0,0,0,5.59
CAMP18184,CUST08839,2026-07-14T00:00:00,Summer Sale,SMS,1,0,0,0,6.71
CAMP18185,CUST22484,2026-04-16T00:00:00,Cross-Sell Boost,Push,1,1,0,0,3.88
CAMP18186,CUST04688,2026-04-19T00:00:00,Retention Plus,Email,1,1,1,0,4.02
CAMP18187,CUST13124,2024-10-13T00:00:00,Winback,SMS,1,0,0,0,1.36
CAMP18188,CUST01619,2025-03-13T00:00:00,Spring Growth,Ads,1,1,1,0,1.23
CAMP18189,CUST05390,2025-03-13T00:00:00,Spring Growth,Ads,1,0,0,0,4.12
CAMP18190,CUST17039,2025-05-22T00:00:00,Summer Sale,Ads,1,1,0,0,6.6
CAMP18191,CUST21501,2025-10-22T00:00:00,Festive Burst,SMS,1,1,0,0,3.62
CAMP18192,CUST24739,2026-06-09T00:00:00,Retention Plus,Email,1,0,0,0,2.78
CAMP18193,CUST08904,2025-02-18T00:00:00,Winback,Ads,1,0,0,0,4.16
CAMP18194,CUST18805,2025-02-24T00:00:00,Summer Sale,Push,1,0,0,0,3.47
CAMP18195,CUST13119,2025-11-20T00:00:00,Retention Plus,Ads,1,0,0,0,5.24
CAMP18196,CUST02937,2024-09-27T00:00:00,Retention Plus,Email,1,0,0,0,4.61
CAMP18197,CUST23413,2026-02-26T00:00:00,Retention Plus,Email,1,1,0,0,3.13
CAMP18198,CUST05500,2024-06-19T00:00:00,Summer Sale,Push,1,1,1,0,0.83
CAMP18199,CUST05534,2026-06-26T00:00:00,Spring Growth,Push,1,0,0,0,0.98
CAMP18200,CUST15255,2024-05-23T00:00:00,Festive Burst,Push,1,0,0,0,3.04
CAMP18201,CUST06913,2026-02-17T00:00:00,Winback,SMS,1,0,0,0,2.69
CAMP18202,CUST23220,2026-06-14T00:00:00,Cross-Sell Boost,Push,1,0,0,0,2.06
CAMP18203,CUST20455,2025-02-12T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,5.29
CAMP18204,CUST11730,2025-09-29T00:00:00,Spring Growth,Email,1,1,1,0,5.46
CAMP18205,CUST04982,2026-03-12T00:00:00,Winback,Ads,1,0,0,0,4.1
CAMP18206,CUST21705,2025-06-10T00:00:00,Retention Plus,Ads,1,0,0,0,7.03
CAMP18207,CUST03188,2026-02-02T00:00:00,Spring Growth,SMS,1,0,0,0,3.31
CAMP18208,CUST08864,2024-08-16T00:00:00,Cross-Sell Boost,Push,1,0,0,0,5.13
CAMP18209,CUST19908,2024-04-28T00:00:00,Spring Growth,SMS,1,0,0,0,5.03
CAMP18210,CUST01512,2025-11-24T00:00:00,Summer Sale,Email,1,1,1,0,2.06
CAMP18211,CUST00254,2025-02-10T00:00:00,Retention Plus,Email,1,0,0,0,3.37
CAMP18212,CUST01312,2025-10-18T00:00:00,Winback,Ads,1,0,0,0,2.38
CAMP18213,CUST00977,2025-12-19T00:00:00,Spring Growth,SMS,1,0,0,0,2.94
CAMP18214,CUST11292,2024-04-02T00:00:00,Cross-Sell Boost,Email,1,1,0,0,2.79
CAMP18215,CUST03678,2025-02-18T00:00:00,Winback,Push,1,0,0,0,1.24
CAMP18216,CUST21930,2025-04-19T00:00:00,Spring Growth,Push,1,0,0,0,4.19
CAMP18217,CUST08132,2024-03-16T00:00:00,Spring Growth,Ads,1,0,0,0,2.01
CAMP18218,CUST18923,2026-05-31T00:00:00,Festive Burst,Push,1,0,0,0,5.17
CAMP18219,CUST01940,2025-04-04T00:00:00,Spring Growth,Push,1,0,0,0,5.49
CAMP18220,CUST15263,2026-02-27T00:00:00,Summer Sale,Push,1,0,0,0,6.03
CAMP18221,CUST06729,2024-11-01T00:00:00,Cross-Sell Boost,Push,1,0,0,0,1.61
CAMP18222,CUST10376,2024-12-02T00:00:00,Spring Growth,Email,1,1,1,0,4.77
CAMP18223,CUST23667,2024-07-27T00:00:00,Cross-Sell Boost,SMS,0,0,0,0,4.6
CAMP18224,CUST20974,2024-01-11T00:00:00,Spring Growth,SMS,1,0,0,0,5.2
CAMP18225,CUST09958,2026-05-09T00:00:00,Spring Growth,Email,1,0,0,0,2.78
CAMP18226,CUST16732,2025-04-11T00:00:00,Winback,SMS,1,1,0,0,1.24
CAMP18227,CUST01730,2026-02-17T00:00:00,Spring Growth,Push,1,0,0,0,7.15
CAMP18228,CUST09991,2024-04-13T00:00:00,Summer Sale,Email,1,1,0,0,4.8
CAMP18229,CUST22886,2025-06-26T00:00:00,Festive Burst,Email,1,1,0,0,0.23
CAMP18230,CUST24222,2024-02-25T00:00:00,Festive Burst,Ads,1,0,0,0,3.27
CAMP18231,CUST07000,2025-10-08T00:00:00,Spring Growth,Email,1,1,1,1,5.59
CAMP18232,CUST08895,2026-04-05T00:00:00,Summer Sale,SMS,1,0,0,0,1.74
CAMP18233,CUST20823,2026-03-14T00:00:00,Cross-Sell Boost,Push,1,0,0,0,4.99
CAMP18234,CUST19211,2024-07-21T00:00:00,Summer Sale,SMS,1,0,0,0,5.08
CAMP18235,CUST16157,2024-10-12T00:00:00,Spring Growth,Ads,1,0,0,0,2.47
CAMP18236,CUST22348,2026-05-19T00:00:00,Festive Burst,SMS,1,0,0,0,4.19
CAMP18237,CUST13678,2025-05-25T00:00:00,Winback,Ads,1,0,0,0,5.82
CAMP18238,CUST17077,2025-12-06T00:00:00,Summer Sale,SMS,1,1,0,0,6.96
CAMP18239,CUST06387,2025-12-08T00:00:00,Festive Burst,Ads,1,0,0,0,6.22
CAMP18240,CUST16447,2024-12-05T00:00:00,Retention Plus,Ads,1,0,0,0,7.08
CAMP18241,CUST00763,2024-06-17T00:00:00,Festive Burst,Ads,1,0,0,0,3.28
CAMP18242,CUST05004,2024-05-04T00:00:00,Winback,Email,1,0,0,0,2.36
CAMP18243,CUST22225,2025-11-21T00:00:00,Winback,Email,1,1,0,0,6.46
CAMP18244,CUST12391,2024-04-14T00:00:00,Summer Sale,Email,1,1,0,0,1.33
CAMP18245,CUST14795,2025-01-10T00:00:00,Winback,Email,1,0,0,0,5.47
CAMP18246,CUST19694,2024-10-16T00:00:00,Festive Burst,Push,1,0,0,0,3.48
CAMP18247,CUST09852,2024-09-15T00:00:00,Spring Growth,Push,1,0,0,0,5.33
CAMP18248,CUST04081,2024-08-09T00:00:00,Cross-Sell Boost,Email,1,1,1,1,3.97
CAMP18249,CUST08513,2024-12-09T00:00:00,Spring Growth,Push,1,1,1,0,1.06
CAMP18250,CUST05161,2026-07-27T00:00:00,Winback,Push,1,0,0,0,4.57
CAMP18251,CUST05343,2024-10-08T00:00:00,Retention Plus,Email,1,1,1,0,1.43
CAMP18252,CUST05760,2025-09-29T00:00:00,Retention Plus,Push,1,0,0,0,1.72
CAMP18253,CUST16638,2026-08-03T00:00:00,Summer Sale,SMS,1,1,0,0,6.46
CAMP18254,CUST20502,2024-03-01T00:00:00,Summer Sale,Email,1,0,0,0,1.63
CAMP18255,CUST11850,2025-01-24T00:00:00,Spring Growth,SMS,1,0,0,0,3.86
CAMP18256,CUST22107,2025-10-17T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,7.12
CAMP18257,CUST17488,2025-03-25T00:00:00,Winback,Ads,1,0,0,0,1.99
CAMP18258,CUST15312,2025-01-02T00:00:00,Retention Plus,SMS,1,0,0,0,3.07
CAMP18259,CUST14236,2026-05-12T00:00:00,Retention Plus,Email,1,1,1,0,0.44
CAMP18260,CUST04185,2024-01-30T00:00:00,Retention Plus,Push,1,0,0,0,3.02
CAMP18261,CUST03752,2026-01-11T00:00:00,Retention Plus,SMS,1,0,0,0,5.16
CAMP18262,CUST13514,2026-04-30T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,4.5
CAMP18263,CUST13978,2024-04-04T00:00:00,Spring Growth,Push,1,1,0,0,1.61
CAMP18264,CUST20956,2026-04-25T00:00:00,Winback,SMS,1,0,0,0,4.04
CAMP18265,CUST21485,2025-10-09T00:00:00,Retention Plus,SMS,1,1,1,0,4.94
CAMP18266,CUST15965,2024-05-14T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,0.53
CAMP18267,CUST08351,2025-07-30T00:00:00,Winback,Email,1,1,0,0,4.18
CAMP18268,CUST00317,2024-03-12T00:00:00,Retention Plus,SMS,1,0,0,0,4.99
CAMP18269,CUST00389,2025-04-22T00:00:00,Festive Burst,Push,1,0,0,0,3.62
CAMP18270,CUST03440,2025-07-06T00:00:00,Spring Growth,SMS,1,0,0,0,6.17
CAMP18271,CUST10800,2025-08-08T00:00:00,Retention Plus,Push,1,0,0,0,4.76
CAMP18272,CUST07740,2025-12-29T00:00:00,Spring Growth,Ads,1,1,0,0,6.18
CAMP18273,CUST17729,2026-02-27T00:00:00,Festive Burst,Push,1,0,0,0,3.17
CAMP18274,CUST08396,2025-09-18T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,4.12
CAMP18275,CUST17786,2026-08-18T00:00:00,Retention Plus,SMS,1,0,0,0,0.31
CAMP18276,CUST03808,2025-10-19T00:00:00,Retention Plus,Email,1,0,0,0,6.43
CAMP18277,CUST23298,2026-08-30T00:00:00,Festive Burst,SMS,1,1,0,0,3.47
CAMP18278,CUST05359,2026-05-10T00:00:00,Cross-Sell Boost,Email,1,1,0,0,2.95
CAMP18279,CUST15548,2024-10-02T00:00:00,Winback,SMS,0,0,0,0,3.75
CAMP18280,CUST17191,2024-12-27T00:00:00,Spring Growth,Email,1,1,0,0,5.23
CAMP18281,CUST14496,2026-06-22T00:00:00,Summer Sale,SMS,1,0,0,0,5.07
CAMP18282,CUST18684,2025-08-18T00:00:00,Winback,Ads,1,1,0,0,2.76
CAMP18283,CUST15799,2025-06-25T00:00:00,Spring Growth,Email,1,1,0,0,3.09
CAMP18284,CUST14214,2025-11-08T00:00:00,Retention Plus,Push,1,0,0,0,5.32
CAMP18285,CUST16974,2026-05-06T00:00:00,Festive Burst,SMS,1,0,0,0,3.03
CAMP18286,CUST06799,2026-08-17T00:00:00,Summer Sale,Email,1,0,0,0,3.58
CAMP18287,CUST12277,2026-06-06T00:00:00,Cross-Sell Boost,Push,1,0,0,0,3.27
CAMP18288,CUST09267,2026-01-26T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,2.9
CAMP18289,CUST07461,2025-12-31T00:00:00,Winback,Email,1,0,0,0,0.78
CAMP18290,CUST14632,2024-09-06T00:00:00,Retention Plus,Ads,1,0,0,0,4.18
CAMP18291,CUST08098,2026-04-20T00:00:00,Festive Burst,Push,1,1,1,0,4.61
CAMP18292,CUST05994,2026-02-15T00:00:00,Festive Burst,Email,1,0,0,0,5.25
CAMP18293,CUST06556,2026-07-13T00:00:00,Retention Plus,Email,1,1,1,0,2.57
CAMP18294,CUST16326,2025-06-16T00:00:00,Spring Growth,Push,1,1,0,0,1.83
CAMP18295,CUST04899,2026-03-02T00:00:00,Festive Burst,SMS,1,0,0,0,5.48
CAMP18296,CUST17708,2026-01-23T00:00:00,Cross-Sell Boost,Email,1,0,0,0,1.27
CAMP18297,CUST01175,2024-10-30T00:00:00,Spring Growth,Ads,1,0,0,0,5.61
CAMP18298,CUST07302,2025-01-18T00:00:00,Winback,Push,1,1,0,0,6.11
CAMP18299,CUST07454,2025-11-13T00:00:00,Cross-Sell Boost,Ads,1,1,0,0,0.43
CAMP18300,CUST15676,2025-10-13T00:00:00,Winback,SMS,1,0,0,0,5.86
CAMP18301,CUST11747,2024-12-04T00:00:00,Festive Burst,Ads,1,0,0,0,3.71
CAMP18302,CUST10377,2024-02-15T00:00:00,Summer Sale,Ads,1,0,0,0,4.54
CAMP18303,CUST01505,2025-03-12T00:00:00,Cross-Sell Boost,Email,1,0,0,0,7.25
CAMP18304,CUST17247,2025-12-25T00:00:00,Winback,SMS,1,0,0,0,4.08
CAMP18305,CUST15615,2026-01-03T00:00:00,Winback,Ads,1,0,0,0,5.18
CAMP18306,CUST19166,2024-05-14T00:00:00,Cross-Sell Boost,Ads,1,1,0,0,0.39
CAMP18307,CUST14471,2025-02-18T00:00:00,Retention Plus,Push,1,0,0,0,1.53
CAMP18308,CUST00145,2024-12-26T00:00:00,Festive Burst,Ads,0,0,0,0,6.18
CAMP18309,CUST18639,2024-12-24T00:00:00,Festive Burst,Email,1,0,0,0,0.44
CAMP18310,CUST24185,2024-07-09T00:00:00,Summer Sale,Email,1,1,0,0,1.93
CAMP18311,CUST16865,2025-07-29T00:00:00,Retention Plus,Email,1,1,0,0,0.86
CAMP18312,CUST10111,2025-07-13T00:00:00,Summer Sale,SMS,1,0,0,0,0.28
CAMP18313,CUST10870,2026-04-09T00:00:00,Summer Sale,Email,1,0,0,0,5.63
CAMP18314,CUST03995,2026-06-30T00:00:00,Spring Growth,Email,1,1,0,0,7.5
CAMP18315,CUST11366,2024-04-25T00:00:00,Summer Sale,Email,1,0,0,0,6.99
CAMP18316,CUST17740,2025-06-30T00:00:00,Cross-Sell Boost,Push,1,0,0,0,4.41
CAMP18317,CUST21323,2024-01-12T00:00:00,Festive Burst,Ads,1,0,0,0,3.1
CAMP18318,CUST03834,2024-05-03T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,3.86
CAMP18319,CUST03649,2026-04-08T00:00:00,Spring Growth,Push,1,1,0,0,0.83
CAMP18320,CUST03157,2026-02-05T00:00:00,Retention Plus,Push,1,0,0,0,6.11
CAMP18321,CUST06805,2025-12-11T00:00:00,Retention Plus,Push,1,0,0,0,1.73
CAMP18322,CUST21894,2025-09-12T00:00:00,Winback,Ads,1,0,0,0,0.25
CAMP18323,CUST04675,2024-02-22T00:00:00,Retention Plus,SMS,1,1,0,0,0.33
CAMP18324,CUST22070,2025-06-02T00:00:00,Summer Sale,SMS,1,0,0,0,3.74
CAMP18325,CUST07671,2026-06-30T00:00:00,Winback,SMS,1,1,0,0,0.72
CAMP18326,CUST04392,2026-01-14T00:00:00,Festive Burst,SMS,1,0,0,0,1.63
CAMP18327,CUST06525,2024-11-06T00:00:00,Summer Sale,Email,0,0,0,0,2.45
CAMP18328,CUST22221,2025-01-16T00:00:00,Spring Growth,SMS,1,0,0,0,3.33
CAMP18329,CUST09132,2024-06-22T00:00:00,Retention Plus,Email,1,1,1,0,3.53
CAMP18330,CUST22566,2026-06-06T00:00:00,Festive Burst,SMS,1,0,0,0,5.58
CAMP18331,CUST01898,2024-05-26T00:00:00,Cross-Sell Boost,Push,1,0,0,0,5.37
CAMP18332,CUST11016,2025-10-07T00:00:00,Winback,Ads,1,0,0,0,7.19
CAMP18333,CUST11552,2024-08-17T00:00:00,Winback,Ads,1,0,0,0,3.19
CAMP18334,CUST02667,2025-04-01T00:00:00,Retention Plus,Email,1,1,0,0,2.92
CAMP18335,CUST07027,2025-02-05T00:00:00,Spring Growth,Ads,1,0,0,0,6.65
CAMP18336,CUST23846,2024-12-17T00:00:00,Summer Sale,SMS,1,0,0,0,3.43
CAMP18337,CUST07678,2024-05-03T00:00:00,Festive Burst,Ads,1,0,0,0,2.2
CAMP18338,CUST09320,2026-01-22T00:00:00,Summer Sale,Push,1,0,0,0,3.06
CAMP18339,CUST19074,2025-09-23T00:00:00,Retention Plus,SMS,1,0,0,0,7.44
CAMP18340,CUST18305,2024-12-04T00:00:00,Spring Growth,SMS,1,0,0,0,5.2
CAMP18341,CUST16590,2025-01-25T00:00:00,Winback,Push,1,1,0,0,6.51
CAMP18342,CUST15912,2026-05-22T00:00:00,Retention Plus,Push,1,0,0,0,5.19
CAMP18343,CUST00189,2025-02-08T00:00:00,Summer Sale,SMS,1,1,1,0,0.73
CAMP18344,CUST03035,2024-12-26T00:00:00,Retention Plus,Ads,1,0,0,0,1.18
CAMP18345,CUST08282,2025-06-22T00:00:00,Summer Sale,Push,1,0,0,0,5.92
CAMP18346,CUST21120,2025-12-15T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,0.38
CAMP18347,CUST16967,2025-11-01T00:00:00,Summer Sale,Email,1,1,1,1,3.85
CAMP18348,CUST09734,2025-11-16T00:00:00,Retention Plus,Ads,1,0,0,0,4.75
CAMP18349,CUST11716,2025-08-29T00:00:00,Winback,Ads,1,0,0,0,3.36
CAMP18350,CUST17849,2024-05-31T00:00:00,Festive Burst,Ads,1,0,0,0,5.27
CAMP18351,CUST23075,2025-05-23T00:00:00,Festive Burst,SMS,1,0,0,0,6.36
CAMP18352,CUST24097,2024-10-25T00:00:00,Winback,Push,1,0,0,0,1.53
CAMP18353,CUST10085,2026-02-03T00:00:00,Winback,Push,1,1,0,0,2.8
CAMP18354,CUST06147,2025-08-22T00:00:00,Winback,Email,1,0,0,0,3.4
CAMP18355,CUST24712,2025-07-31T00:00:00,Festive Burst,SMS,1,0,0,0,2.19
CAMP18356,CUST11882,2025-05-16T00:00:00,Retention Plus,Email,1,0,0,0,6.53
CAMP18357,CUST10073,2024-03-17T00:00:00,Retention Plus,Email,0,0,0,0,6.61
CAMP18358,CUST05235,2025-03-24T00:00:00,Spring Growth,Ads,1,0,0,0,4.05
CAMP18359,CUST03302,2025-12-13T00:00:00,Festive Burst,SMS,1,0,0,0,3.6
CAMP18360,CUST15918,2025-08-06T00:00:00,Summer Sale,Email,1,1,0,0,1.67
CAMP18361,CUST09888,2026-02-10T00:00:00,Winback,SMS,0,0,0,0,1.05
CAMP18362,CUST12842,2024-06-14T00:00:00,Summer Sale,Push,1,0,0,0,2.83
CAMP18363,CUST24524,2026-05-31T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,1.44
CAMP18364,CUST09951,2024-04-22T00:00:00,Retention Plus,Email,1,0,0,0,5.78
CAMP18365,CUST07510,2026-08-22T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,4.56
CAMP18366,CUST21367,2024-04-13T00:00:00,Spring Growth,Email,1,0,0,0,0.53
CAMP18367,CUST04193,2025-12-16T00:00:00,Winback,Push,1,0,0,0,6.46
CAMP18368,CUST10898,2024-06-08T00:00:00,Winback,Email,1,0,0,0,0.96
CAMP18369,CUST23940,2025-05-24T00:00:00,Retention Plus,Ads,1,1,1,1,1.46
CAMP18370,CUST17370,2025-03-17T00:00:00,Festive Burst,Ads,0,0,0,0,5.25
CAMP18371,CUST15634,2025-07-24T00:00:00,Festive Burst,Ads,1,0,0,0,6.31
CAMP18372,CUST15670,2024-10-16T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,5.69
CAMP18373,CUST24779,2026-03-11T00:00:00,Summer Sale,Push,1,0,0,0,7.29
CAMP18374,CUST06656,2026-04-16T00:00:00,Festive Burst,Email,1,1,0,0,4.37
CAMP18375,CUST15399,2025-07-28T00:00:00,Festive Burst,Ads,1,0,0,0,4.53
CAMP18376,CUST14540,2025-04-20T00:00:00,Summer Sale,Email,1,1,0,0,4.97
CAMP18377,CUST12767,2026-01-22T00:00:00,Spring Growth,Ads,1,0,0,0,0.35
CAMP18378,CUST16585,2025-10-11T00:00:00,Winback,Ads,1,0,0,0,6.94
CAMP18379,CUST14183,2024-08-19T00:00:00,Winback,SMS,1,0,0,0,5.89
CAMP18380,CUST08839,2025-12-29T00:00:00,Cross-Sell Boost,Email,1,0,0,0,4.1
CAMP18381,CUST03194,2026-07-02T00:00:00,Spring Growth,Email,1,0,0,0,0.26
CAMP18382,CUST01083,2024-04-15T00:00:00,Festive Burst,Push,1,0,0,0,1.48
CAMP18383,CUST00028,2025-06-14T00:00:00,Retention Plus,Push,1,0,0,0,1.35
CAMP18384,CUST16507,2025-06-12T00:00:00,Spring Growth,Email,1,0,0,0,2.8
CAMP18385,CUST05655,2026-06-17T00:00:00,Festive Burst,Email,1,1,1,0,7.04
CAMP18386,CUST10821,2026-06-13T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,4.55
CAMP18387,CUST24191,2026-08-06T00:00:00,Spring Growth,Email,1,0,0,0,5.8
CAMP18388,CUST09402,2025-09-16T00:00:00,Winback,SMS,1,1,1,0,3.62
CAMP18389,CUST19630,2025-08-08T00:00:00,Festive Burst,SMS,1,0,0,0,1.61
CAMP18390,CUST10724,2025-09-18T00:00:00,Winback,Push,1,0,0,0,1.23
CAMP18391,CUST02833,2025-04-09T00:00:00,Summer Sale,SMS,1,1,1,0,1.99
CAMP18392,CUST18923,2026-07-30T00:00:00,Winback,SMS,1,0,0,0,4.86
CAMP18393,CUST15748,2025-12-05T00:00:00,Winback,Email,1,0,0,0,4.73
CAMP18394,CUST14166,2026-07-21T00:00:00,Retention Plus,Ads,1,0,0,0,0.48
CAMP18395,CUST23835,2026-03-06T00:00:00,Summer Sale,Push,1,0,0,0,1.36
CAMP18396,CUST00899,2026-02-12T00:00:00,Winback,SMS,1,0,0,0,3.77
CAMP18397,CUST17108,2026-05-07T00:00:00,Retention Plus,Email,1,1,1,0,1.45
CAMP18398,CUST23442,2025-08-21T00:00:00,Retention Plus,Email,1,1,0,0,7.18
CAMP18399,CUST08760,2026-07-14T00:00:00,Summer Sale,Ads,1,0,0,0,7.07
CAMP18400,CUST12307,2024-02-15T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,5.25
CAMP18401,CUST10487,2026-08-18T00:00:00,Winback,Ads,1,1,0,0,0.92
CAMP18402,CUST16073,2025-09-26T00:00:00,Retention Plus,Push,1,0,0,0,6.28
CAMP18403,CUST15346,2024-01-28T00:00:00,Winback,SMS,1,1,1,0,6.21
CAMP18404,CUST21296,2025-09-16T00:00:00,Summer Sale,Ads,1,0,0,0,5.29
CAMP18405,CUST01809,2026-03-17T00:00:00,Festive Burst,Email,1,1,1,0,2.18
CAMP18406,CUST11206,2026-01-27T00:00:00,Festive Burst,SMS,1,0,0,0,3.49
CAMP18407,CUST23551,2024-01-21T00:00:00,Winback,SMS,1,0,0,0,5.92
CAMP18408,CUST22151,2026-01-15T00:00:00,Spring Growth,SMS,1,0,0,0,3.39
CAMP18409,CUST05210,2026-08-02T00:00:00,Winback,SMS,0,0,0,0,5.63
CAMP18410,CUST24478,2025-08-23T00:00:00,Retention Plus,Push,0,0,0,0,3.24
CAMP18411,CUST01890,2025-02-09T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,3.28
CAMP18412,CUST19598,2026-02-15T00:00:00,Retention Plus,Push,1,0,0,0,6.17
CAMP18413,CUST04732,2025-06-08T00:00:00,Spring Growth,Email,1,0,0,0,6.9
CAMP18414,CUST10602,2024-05-24T00:00:00,Festive Burst,SMS,1,0,0,0,1.55
CAMP18415,CUST17597,2024-08-03T00:00:00,Winback,Email,1,1,0,0,2.52
CAMP18416,CUST07317,2026-03-18T00:00:00,Retention Plus,Push,1,0,0,0,5.9
CAMP18417,CUST18696,2024-03-31T00:00:00,Festive Burst,SMS,1,0,0,0,0.5
CAMP18418,CUST22709,2025-01-14T00:00:00,Winback,SMS,1,0,0,0,4.73
